"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.ebs","SCIENTIFIC.ebs","COMMON.ebs","ECOPATH_Num.ebs","ECOPATH_Name.ebs","EXPLORE_Name.ebs","RACE.goa","SCIENTIFIC.goa","COMMON.goa","ECOPATH_Num.goa","ECOPATH_Name.goa","RACE.ai","SCIENTIFIC.ai","COMMON.ai","ECOPATH_Num.ai","ECOPATH_Name.ai","PHYLUM_TAXON","CLASS_TAXON","ORDER_TAXON","FAMILY_TAXON","GENUS_TAXON","SPECIES_TAXON"
40001,"Cnidaria","coelenterate unid.",1989,NA,NA,NA,NA,NA,NA,40001,"Cnidaria","coelenterate unid.",0,"Gen Cnidarian",40001,"Cnidaria","coelenterate unid.",0,"Gen Cnidarian","Cnidaria",NA,NA,NA,NA,NA
40010,"Hydrozoa",NA,1988,40010,"Hydrozoa","(blank)",0,"gelatinous_filter_feeders","Gelatinous filter feeders",40010,"Hydrozoa","(blank)",0,"Gen. Hydrozoa",40010,"Hydrozoa","",0,"Gen. Hydrozoa","Cnidaria","Hydrozoa",NA,NA,NA,NA
40011,"Hydroidolina","hydroid unid.",1984,40011,"(blank)","hydroid unident.",0,"gelatinous_filter_feeders","Gelatinous filter feeders",40011,"Hydroidolina","hydroid unid.",0,"Gen. Hydrozoa",40011,"Hydroidolina","hydroid unid.",0,"Gen. Hydrozoa","Cnidaria","Hydrozoa",NA,NA,NA,NA
40020,"Hydractinia sp.",NA,1984,40020,"Hydractinia sp.","(blank)",0,"gelatinous_filter_feeders","Gelatinous filter feeders",NA,NA,NA,NA,NA,40020,"Hydractinia","Hydractinia",99,"Hydroids","Cnidaria","Hydrozoa","Anthoathecatae","Hydractiniidae","Hydractinia",NA
40050,"Sertularia robusta",NA,1989,40050,"Sertularia robusta","",116,"gelatinous_filter_feeders","Gelatinous filter feeders",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Sertularia","robusta"
40500,"Scyphozoa","jellyfish unid.",1988,40500,"Scyphozoa","jellyfish unident.",110,"scyphozoid_jellies","Scyphozoid Jellies",40500,"Scyphozoa","jellyfish unid.",105,"Scyphozoid Jellies",40500,"Scyphozoa","jellyfish unid.",106,"Scyphozoid Jellies","Cnidaria","Scyphozoa",NA,NA,NA,NA
40501,"Chrysaora sp.","chrysaora jelly",1984,40501,"Chrysaora sp.","chrysaora jellyfish",110,"scyphozoid_jellies","Scyphozoid Jellies",40501,"Chrysaora sp.","chrysaora jellyfish",105,"Scyphozoid Jellies",40501,"Chrysaora sp.","chrysaora jellyfish",106,"Scyphozoid Jellies","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora",NA
40510,"Atolla sp.",NA,1984,40510,"Atolla sp.","(blank)",110,"scyphozoid_jellies","Scyphozoid Jellies",40510,"Atolla sp.","(blank)",105,"Scyphozoid Jellies",40510,"Atolla sp.","",106,"Scyphozoid Jellies","Cnidaria","Scyphozoa","Coronatae","Atollidae","Atolla",NA
40560,"Cyanea sp.",NA,1984,40560,"Cyanea sp.","(blank)",116,"gelatinous_filter_feeders","Gelatinous filter feeders",40560,"Cyanea sp.","(blank)",105,"Scyphozoid Jellies",40560,"Cyanea sp.","",106,"Scyphozoid Jellies","Cnidaria","Scyphozoa","Semaeostomeae","Cyaneidae","Cyanea",NA
40561,"Cyanea capillata","lion's mane jelly",1984,40561,"Cyanea capillata","lion's mane",116,"gelatinous_filter_feeders","Gelatinous filter feeders",40561,"Cyanea capillata","lion's mane",105,"Scyphozoid Jellies",40561,"Cyanea capillata","lion's mane",106,"Scyphozoid Jellies","Cnidaria","Scyphozoa","Semaeostomeae","Cyaneidae","Cyanea","capillata"
41000,"Anthozoa",NA,1988,41000,"(blank)","Anthozoa",0,"unid","UNID",41000,"Anthozoa","(blank)",0,"UNID",41000,"Anthozoa","",0,"UNID","Cnidaria","Anthozoa",NA,NA,NA,NA
41100,"Alcyonacea","soft coral unid.",1988,41100,"Alcyonacea","soft coral unident.",102,"corals","Corals",41100,"Alcyonacea","soft coral unid.",97,"Corals",41100,"Alcyonacea","soft coral unid.",98,"Corals","Cnidaria","Anthozoa","Alcyonacea",NA,NA,NA
41201,"Gersemia sp.","sea raspberry",1984,41201,"Gersemia sp.","sea raspberry",102,"corals","Corals",41201,"Gersemia sp.","sea raspberry",97,"Corals",41201,"Gersemia sp.","sea raspberry",98,"Corals","Cnidaria","Anthozoa","Alcyonacea","Alcyoniidae","Gersemia",NA
41221,"Gersemia rubiformis",NA,1984,41221,"Gersemia rubiformis","(blank)",102,"corals","Corals",41221,"Gersemia rubiformis","(blank)",97,"Corals",NA,NA,NA,NA,NA,"Cnidaria","Anthozoa","Alcyonacea","Alcyoniidae","Gersemia","rubiformis"
41500,"Gorgonacea","gorgonian coral unid.",1988,41500,"Gorgonacea","gorgonian coral unident.",102,"corals","Corals",41500,"Gorgonacea","gorgonian coral unid.",97,"Corals",41500,"Gorgonacea","gorgonian coral unid.",98,"Corals","Cnidaria","Anthozoa",NA,NA,"Gorgonacea",NA
41520,"Primnoa sp.",NA,1984,NA,NA,NA,NA,NA,NA,41520,"Primnoa sp.","(blank)",97,"Corals",41520,"Primnoa sp.","",98,"Corals","Cnidaria","Anthozoa","Alcyonacea","Primnoidae","Primnoa",NA
41522,"Primnoa willeyi","red tree coral",1989,NA,NA,NA,NA,NA,NA,41522,"Primnoa willeyi","red tree coral",97,"Corals",41522,"Primnoa willeyi","red tree coral",98,"Corals","Cnidaria","Anthozoa","Alcyonacea","Primnoidae","Primnoa","willeyi"
41580,"Paragorgia sp.",NA,1984,41580,"Paragorgia sp.","(blank)",102,"corals","Corals",41580,"Paragorgia sp.","(blank)",97,"Corals",41580,"Paragorgia sp.","",98,"Corals","Cnidaria","Anthozoa","Alcyonacea","Paragorgiidae","Paragorgia",NA
41582,"Paragorgia arborea","Kamchatka coral",1989,41582,"Paragorgia arborea","Kamchatka coral",102,"corals","Corals",41582,"Paragorgia arborea","Kamchatka coral",97,"Corals",41582,"Paragorgia arborea","Kamchatka coral",98,"Corals","Cnidaria","Anthozoa","Alcyonacea","Paragorgiidae","Paragorgia","arborea"
41600,"Callogorgia sp.",NA,1984,NA,NA,NA,NA,NA,NA,41600,"Callogorgia sp.","(blank)",97,"Corals",41600,"Callogorgia sp.","",98,"Corals","Cnidaria","Anthozoa","Alcyonacea","Primnoidae","Callogorgia",NA
42000,"Pennatulacea","sea whip or sea pen unid.",1988,42000,"Pennatulacea","sea pen or sea whip unident.",105,"sea_pens","Sea Pens",42000,"Pennatulacea","sea pen or sea whip unid.",100,"Sea Pens",42000,"Pennatulacea","sea pen or sea whip unid.",101,"Sea Pens","Cnidaria","Anthozoa","Pennatulacea",NA,NA,NA
42001,"Virgularia sp.","smoothstem seawhip",1984,42001,"Virgularia sp.","smoothstem seawhip",105,"sea_pens","Sea Pens",42001,"Virgularia sp.","smoothstem seawhip",100,"Sea Pens",42001,"Virgularia sp.","smoothstem seawhip",101,"Sea Pens","Cnidaria","Anthozoa","Pennatulacea","Virgulariidae","Virgularia",NA
42005,"Stylatula gracile","roughstem seawhip",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42005,"Stylatula gracile","Roughstem Seawhip",101,"Sea Pens","Cnidaria","Anthozoa","Pennatulacea","Virgulariidae","Stylatula","gracile"
42008,"Halipteris sp.",NA,1984,42008,"Halipteris sp.","(blank)",105,"sea_pens","Sea Pens",42008,"Halipteris sp.","(blank)",100,"Sea Pens",42008,"Halipteris sp.","",101,"Sea Pens","Cnidaria","Anthozoa","Pennatulacea","Halipteridae","Halipteris",NA
42010,"Halipteris finmarchia",NA,1984,NA,NA,NA,NA,NA,NA,42010,"Halipteris finmarchia","(blank)",100,"Sea Pens",NA,NA,NA,NA,NA,"Cnidaria","Anthozoa","Pennatulacea","Halipteridae","Halipteris","finmarchia"
42017,"Ptilosarcus gurneyi","orange sea pen",1984,NA,NA,NA,NA,NA,NA,42017,"Ptilosarcus gurneyi","orange sea pen",100,"Sea Pens",42017,"Ptilosarcus gurneyi","orange sea pen",101,"Sea Pens","Cnidaria","Anthozoa","Pennatulacea","Pennatulidae","Ptilosarcus","gurneyi"
43000,"Actiniaria","sea anemone unid.",1988,43000,"Actiniaria","sea anemone unident.",101,"anemones","Anemones",43000,"Actiniaria","sea anemone unid.",96,"Anemones",43000,"Actiniaria","sea anemone unid.",97,"Anemones","Cnidaria","Anthozoa","Actiniaria",NA,NA,NA
43010,"Metridium sp.",NA,1984,43010,"Metridium sp.","(blank)",101,"anemones","Anemones",43010,"Metridium sp.","(blank)",96,"Anemones",43010,"Metridium sp.","",97,"Anemones","Cnidaria","Anthozoa","Actiniaria","Metridiidae","Metridium",NA
43020,"Metridium senile","clonal plumose anemone",1984,43020,"Metridium senile","clonal plumose anemone",101,"anemones","Anemones",43020,"Metridium senile","clonal plumose anemone",96,"Anemones",43020,"Metridium senile","clonal plumose anemone",97,"Anemones","Cnidaria","Anthozoa","Actiniaria","Metridiidae","Metridium","senile"
43040,"Urticina sp.",NA,1984,43040,"Urticina sp.","(blank)",101,"anemones","Anemones",43040,"Urticina sp.","(blank)",96,"Anemones",43040,"Urticina sp.","",97,"Anemones","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticina",NA
30320,"Sebastes maliger","quillback rockfish",1984,NA,NA,NA,NA,NA,NA,30320,"Sebastes maliger","quillback rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","maliger"
30330,"Sebastes melanops","black rockfish",1984,NA,NA,NA,NA,NA,NA,30330,"Sebastes melanops","black rockfish",66,"Other Sebastes",30330,"Sebastes melanops","black rockfish",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","melanops"
30340,"Sebastes melanostomus","blackgill rockfish",1984,NA,NA,NA,NA,NA,NA,30340,"Sebastes melanostomus","blackgill rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","melanostomus"
30350,"Sebastes miniatus","vermilion rockfish",1984,NA,NA,NA,NA,NA,NA,30350,"Sebastes miniatus","vermilion rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","miniatus"
30360,"Sebastes mystinus","blue rockfish",1984,NA,NA,NA,NA,NA,NA,30360,"Sebastes mystinus","blue rockfish",66,"Other Sebastes",30360,"Sebastes mystinus","blue rockfish",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","mystinus"
30370,"Sebastes nebulosus","China rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","nebulosus"
30380,"Sebastes nigrocinctus","tiger rockfish",1984,NA,NA,NA,NA,NA,NA,30380,"Sebastes nigrocinctus","tiger rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","nigrocinctus"
30390,"Sebastes ovalis","speckled rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","ovalis"
30400,"Sebastes paucispinis","bocaccio",1984,NA,NA,NA,NA,NA,NA,30400,"Sebastes paucispinis","bocaccio",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","paucispinis"
30410,"Sebastes pinniger","canary rockfish",1984,NA,NA,NA,NA,NA,NA,30410,"Sebastes pinniger","canary rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","pinniger"
30420,"Sebastes polyspinis","northern rockfish",1984,30420,"Sebastes polyspinis","northern rockfish",65,"north_rockfish","Northern Rock",30420,"Sebastes polyspinis","northern rockfish",60,"Northern Rock",30420,"Sebastes polyspinis","northern rockfish",62,"Northern Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","polyspinis"
30430,"Sebastes proriger","redstripe rockfish",1984,NA,NA,NA,NA,NA,NA,30430,"Sebastes proriger","redstripe rockfish",66,"Other Sebastes",30430,"Sebastes proriger","redstripe rockfish",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","proriger"
30460,"Sebastes rosaceus","rosy rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","rosaceus"
30470,"Sebastes ruberrimus","yelloweye rockfish",1984,NA,NA,NA,NA,NA,NA,30470,"Sebastes ruberrimus","yelloweye rockfish",66,"Other Sebastes",30470,"Sebastes ruberrimus","yelloweye rockfish",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","ruberrimus"
30475,"Sebastes babcocki","redbanded rockfish",1984,NA,NA,NA,NA,NA,NA,30475,"Sebastes babcocki","redbanded rockfish",66,"Other Sebastes",30475,"Sebastes babcocki","redbanded rockfish",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","babcocki"
30480,"Sebastes rubrivinctus","flag rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","rubrivinctus"
30490,"Sebastes saxicola","stripetail rockfish",1984,NA,NA,NA,NA,NA,NA,30490,"Sebastes saxicola","stripetail rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","saxicola"
30500,"Sebastes semicinctus","halfbanded rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","semicinctus"
30510,"Sebastes serranoides","olive rockfish",1984,NA,NA,NA,NA,NA,NA,30510,"Sebastes serranoides","olive rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","serranoides"
30535,"Sebastes variegatus","harlequin rockfish",1984,30535,"Sebastes variegatus","harlequin rockfish",0,"sebastes","Sebastes",30535,"Sebastes variegatus","harlequin rockfish",66,"Other Sebastes",30535,"Sebastes variegatus","harlequin rockfish",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","variegatus"
30540,"Sebastes vexillaris","whitebelly rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","vexillaris"
30550,"Sebastes wilsoni","pygmy rockfish",1984,NA,NA,NA,NA,NA,NA,30550,"Sebastes wilsoni","pygmy rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","wilsoni"
30560,"Sebastes zacentrus","sharpchin rockfish",1984,NA,NA,NA,NA,NA,NA,30560,"Sebastes zacentrus","sharpchin rockfish",59,"Sharpchin Rock",30560,"Sebastes zacentrus","sharpchin rockfish",61,"Sharpchin Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","zacentrus"
30570,"Sebastes phillipsi","chameleon rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","phillipsi"
30575,"Sebastes rufus","bank rockfish",1984,NA,NA,NA,NA,NA,NA,30575,"Sebastes rufus","bank rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","rufus"
30576,"Sebastes borealis","shortraker rockfish",1984,NA,NA,NA,NA,NA,NA,30576,"Sebastes borealis","shortraker rockfish",62,"Shortraker Rock",30576,"Sebastes borealis","shortraker rockfish",64,"Shortraker Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","borealis"
30580,NA,"black rockfish unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",NA
30590,NA,"red rockfish unid.",1984,NA,NA,NA,NA,NA,NA,30590,"(blank)","red rockfish unid.",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",NA
30600,"Sebastes reedi","yellowmouth rockfish",1984,NA,NA,NA,NA,NA,NA,30600,"Sebastes reedi","yellowmouth rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","reedi"
30611,"Sebastes rosenblatti","greenblotched rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","rosenblatti"
30030,"Sebastolobus altivelis","longspine thornyhead",1984,NA,NA,NA,NA,NA,NA,30030,"Sebastolobus altivelis","longspine thornyhead",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastolobus","altivelis"
30040,"Sebastes sp.","rockfish unid.",1984,30040,"Sebastes sp.","rockfish unident.",0,"gen_sebastes","Gen. Sebastes",30040,"Sebastes sp.","rockfish unid.",66,"Other Sebastes",30040,"Sebastes sp.","rockfish unid.",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",NA
30050,NA,"rougheye and blackspotted rockfish unid.",1984,30050,"(blank)","rougheye and blackspotted rockfish unid.",68,"rougheye_rock","Rougheye Rock",30050,"(blank)","rougheye and blackspotted rockfish unid.",63,"Rougheye Rock",30050,"(blank)","rougheye and blackspotted rockfish unid.",65,"Rougheye Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",NA
30060,"Sebastes alutus","Pacific ocean perch",1984,30060,"Sebastes alutus","Pacific ocean perch",63,"pac_ocean_perch","POP",30060,"Sebastes alutus","Pacific ocean perch",58,"POP",30060,"Sebastes alutus","Pacific ocean perch",60,"POP","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","alutus"
30080,"Sebastes auriculatus","brown rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","auriculatus"
30090,"Sebastes aurora","aurora rockfish",1984,NA,NA,NA,NA,NA,NA,30090,"Sebastes aurora","aurora rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","aurora"
30100,"Sebastes brevispinis","silvergray rockfish",1984,NA,NA,NA,NA,NA,NA,30100,"Sebastes brevispinis","silvergray rockfish",66,"Other Sebastes",30100,"Sebastes brevispinis","silvergray rockfish",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","brevispinis"
30110,"Sebastes carnatus","gopher rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","carnatus"
30120,"Sebastes caurinus","copper rockfish",1984,NA,NA,NA,NA,NA,NA,30120,"Sebastes caurinus","copper rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","caurinus"
30130,"Sebastes chlorostictus","greenspotted rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","chlorostictus"
30150,NA,"dusky and dark rockfishes unid.",1984,30150,"(blank)","dusky and dark rockfishes unid",66,"dusky_rock","Dusky Rock",30150,"(blank)","dusky and dark rockfishes unid.",61,"Dusky Rock",30150,"(blank)","dusky and dark rockfishes unid.",63,"Dusky Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",NA
30151,"Sebastes ciliatus","dark rockfish",1995,NA,NA,NA,NA,NA,NA,30151,"Sebastes ciliatus","dark rockfish",61,"Dusky Rock",30151,"Sebastes ciliatus","dark rockfish",63,"Dusky Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","ciliatus"
30152,"Sebastes variabilis","dusky rockfish",1989,30152,"Sebastes variabilis","dusky rockfish",66,"dusky_rock","Dusky Rock",30152,"Sebastes variabilis","dusky rockfish",61,"Dusky Rock",30152,"Sebastes variabilis","dusky rockfish",63,"Dusky Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","variabilis"
30160,"Sebastes constellatus","starry rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","constellatus"
30170,"Sebastes crameri","darkblotched rockfish",1984,30170,"Sebastes crameri","darkblotched rockfish",0,"sebastes","Sebastes",30170,"Sebastes crameri","darkblotched rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","crameri"
30180,"Sebastes dalli","calico rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","dalli"
30190,"Sebastes diploproa","splitnose rockfish",1984,NA,NA,NA,NA,NA,NA,30190,"Sebastes diploproa","splitnose rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","diploproa"
30200,"Sebastes elongatus","greenstriped rockfish",1984,NA,NA,NA,NA,NA,NA,30200,"Sebastes elongatus","greenstriped rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","elongatus"
30210,"Sebastes emphaeus","Puget Sound rockfish",1984,NA,NA,NA,NA,NA,NA,30210,"Sebastes emphaeus","Puget Sound rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","emphaeus"
30220,"Sebastes entomelas","widow rockfish",1984,NA,NA,NA,NA,NA,NA,30220,"Sebastes entomelas","widow rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","entomelas"
30230,"Sebastes eos","pink rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","eos"
30240,"Sebastes flavidus","yellowtail rockfish",1984,30240,"Sebastes flavidus","yellowtail rockfish",0,"yellowtail_rock","Yellowtail Rock",30240,"Sebastes flavidus","yellowtail rockfish",66,"Other Sebastes",30240,"Sebastes flavidus","yellowtail rockfish",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","flavidus"
30250,"Sebastes gilli","bronzespotted rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","gilli"
30260,"Sebastes goodei","chilipepper",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","goodei"
21340,"Malacocottus kincaidi","blackfin sculpin",1984,21340,"Malacocottus kincaidi","blackfin sculpin",75,"oth_sculpins","Other sculpins",21340,"Malacocottus kincaidi","blackfin sculpin",71,"Other sculpins",21340,"Malacocottus kincaidi","blackfin sculpin",72,"Other sculpins","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","Malacocottus","kincaidi"
21341,"Malacocottus zonurus","darkfin sculpin",1984,21341,"Malacocottus zonurus","darkfin sculpin",75,"oth_sculpins","Other sculpins",21341,"Malacocottus zonurus","darkfin sculpin",71,"Other sculpins",21341,"Malacocottus zonurus","darkfin sculpin",72,"Other sculpins","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","Malacocottus","zonurus"
21342,"Hemilepidotus sp.","Irish lord",1984,21342,"Hemilepidotus sp.","Irish lord",74,"lg_sculpins","Lg. Sculpins",21342,"Hemilepidotus sp.","Irish lord",70,"Lg. Sculpins",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus",NA
21343,"Hemilepidotus gilberti","banded Irish lord",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21343,"Hemilepidotus gilberti","banded Irish lord",71,"Lg. Sculpins","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","gilberti"
21344,"Hemilepidotus spinosus","brown Irish lord",1984,NA,NA,NA,NA,NA,NA,21344,"Hemilepidotus spinosus","brown Irish lord",70,"Lg. Sculpins",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","spinosus"
21345,"Hemilepidotus zapus","longfin Irish lord",1984,21345,"Hemilepidotus zapus","longfin Irish lord",74,"lg_sculpins","Lg. Sculpins",21345,"Hemilepidotus zapus","longfin Irish lord",70,"Lg. Sculpins",21345,"Hemilepidotus zapus","longfin Irish lord",71,"Lg. Sculpins","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","zapus"
21346,"Hemilepidotus hemilepidotus","red Irish lord",1984,21346,"Hemilepidotus hemilepidotus","red Irish lord",74,"lg_sculpins","Lg. Sculpins",21346,"Hemilepidotus hemilepidotus","red Irish lord",70,"Lg. Sculpins",21346,"Hemilepidotus hemilepidotus","red Irish lord",71,"Lg. Sculpins","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","hemilepidotus"
21347,"Hemilepidotus jordani","yellow Irish lord",1984,21347,"Hemilepidotus jordani","yellow Irish lord",74,"lg_sculpins","Lg. Sculpins",21347,"Hemilepidotus jordani","yellow Irish lord",70,"Lg. Sculpins",21347,"Hemilepidotus jordani","yellow Irish lord",71,"Lg. Sculpins","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","jordani"
20801,"Porichthys notatus","plainfin midshipman",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys","notatus"
20802,"Porichthys sp.",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys",NA
