"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.ebs","SCIENTIFIC.ebs","COMMON.ebs","ECOPATH_Num.ebs","ECOPATH_Name.ebs","EXPLORE_Name.ebs","RACE.goa","SCIENTIFIC.goa","COMMON.goa","ECOPATH_Num.goa","ECOPATH_Name.goa","RACE.ai","SCIENTIFIC.ai","COMMON.ai","ECOPATH_Num.ai","ECOPATH_Name.ai","PHYLUM_TAXON","CLASS_TAXON","ORDER_TAXON","FAMILY_TAXON","GENUS_TAXON","SPECIES_TAXON"
91040,"Mycale loveni","tree sponge",1984,91040,"Mycale loveni","tree sponge",106,"sponges","Sponges",91040,"Mycale loveni","tree sponge",101,"Sponges",91040,"Mycale loveni","tree sponge",102,"Sponges","Porifera","Demospongiae","Poecilosclerida","Mycalidae","Mycale","loveni"
91050,"Halichondria panicea","barrel sponge",1984,91050,"Halichondria panicea","barrel sponge",106,"sponges","Sponges",91050,"Halichondria panicea","barrel sponge",101,"Sponges",91050,"Halichondria panicea","barrel sponge",102,"Sponges","Porifera","Demospongiae","Halichondrida","Halichondriidae","Halichondria","panicea"
91056,NA,"funnel sponge",1995,91056,"Phakellia cribrosa","(blank)",106,"sponges","Sponges",91056,"(blank)","funnel sponge",101,"Sponges",91056,"(blank)","funnel sponge",102,"Sponges","Porifera",NA,NA,NA,NA,NA
91060,"Myxilla parasitica","scallop sponge",1984,91060,"Myxilla incrustans","scallop sponge",106,"sponges","Sponges",91060,"Myxilla incrustans","scallop sponge",101,"Sponges",91060,"Myxilla parasitica","scallop sponge",102,"Sponges","Porifera","Demospongiae","Poecilosclerida","Myxillidae","Myxilla","parasitica"
91700,"Hexactinellida","glass sponge unid.",1984,91700,"Hexactinellida","glass sponge unident.",106,"sponges","Sponges",91700,"Hexactinellida","glass sponge unid.",101,"Sponges",91700,"Hexactinellida","glass sponge unid.",102,"Sponges","Porifera","Hexactinellida",NA,NA,NA,NA
92000,"Platyhelminthes","flatworm unid.",1990,92000,"Platyhelminthes","flatworm unident.",109,"misc_worms","Misc. worms ",92000,"Platyhelminthes","flatworm unid.",104,"Misc. worms ",92000,"Platyhelminthes","flatworm unid.",105,"Misc. worms ","Platyhelminthes",NA,NA,NA,NA,NA
92021,"Polycladida","polyclad flatworm unid.",1984,92021,"Polycladida","polyclad flatworm unident.",109,"misc_worms","Misc. worms ",92021,"Polycladida","polyclad flatworm unid.",104,"Misc. worms ",92021,"Polycladida","polyclad flatworm unid.",105,"Misc. worms ","Platyhelminthes","Turbellaria","Polycladida",NA,NA,NA
92500,"Nemertea","nemertean worm unid.",1984,92500,"Nemertea","nemertean worm unident.",109,"misc_worms","Misc. worms ",92500,"Nemertea","nemertean worm unid.",104,"Misc. worms ",92500,"Nemertea","nemertean worm unid.",105,"Misc. worms ","Nemertea",NA,NA,NA,NA,NA
93100,"Priapulida","priapulid worm unid.",1984,93100,"Priapula","priapulid worm unident.",109,"misc_worms","Misc. worms ",93100,"Priapulida","priapulid worm unid.",104,"Misc. worms ",NA,NA,NA,NA,NA,"Priapulida",NA,NA,NA,NA,NA
93500,"Nematoda","nematode worm unid.",1984,93500,"Nematoda","nematode worm unident.",109,"misc_worms","Misc. worms ",93500,"Nematoda","nematode worm unid.",104,"Misc. worms ",93500,"Nematoda","nematode worm unid.",105,"Misc. worms ","Nematoda",NA,NA,NA,NA,NA
94000,"Sipuncula","peanut worm unid.",1984,94000,"Sipuncula","peanut worm unid.",109,"misc_worms","Misc. worms ",94000,"Sipuncula","peanut worm unid.",104,"Misc. worms ",94000,"Sipuncula","peanut worm unid.",105,"Misc. worms ","Sipuncula",NA,NA,NA,NA,NA
94500,"Echiura","echiuroid worm unid.",1984,94500,"Echiura","echiuroid worm unident.",109,"misc_worms","Misc. worms ",94500,"Echiura","echiuroid worm unid.",104,"Misc. worms ",94500,"Echiura","echiuroid worm unid.",105,"Misc. worms ","Echiura",NA,NA,NA,NA,NA
21849,"Opostomias mitsuii","pitgum lanternfish",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Stomiiformes","Stomiidae","Opostomias","mitsuii"
20105,"Asquamiceps caeruleus","caerulean slickhead",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Argentiformes","Alepocephalidae","Asquamiceps","caeruleus"
78454,"Sasakiopus salebrosus","pygmy benthoctopus",2008,78454,"(blank)","Sasakiopus salebrosus",77,"octopus","Octopi ",NA,NA,NA,NA,NA,78454,"Sasakiopus salebrosus","pygmy benthoctopus",74,"Octopi ","Mollusca","Cephalopoda","Octopoda","Octopodidae","Sasakiopus","salebrosus"
78455,"Benthoctopus oregonensis",NA,2008,78455,"Benthoctopus oregonensis","(blank)",77,"octopus","Octopi ",78455,"Benthoctopus oregonensis","(blank)",73,"Octopi ",78455,"Benthoctopus oregonensis","",74,"Octopi ","Mollusca","Cephalopoda","Octopoda","Octopodidae","Benthoctopus","oregonensis"
71583,"Lamellariidae","lamellarid unid.",2008,71583,"lamellaride","Lamellariidae",96,"snails","Snails",71583,"Lamellariidae","lamellarid unid.",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Lamellariidae",NA,NA
20181,"Maulisia argipalla","pitted tubeshoulder",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Argentiformes","Platytroctidae","Maulisia","argipalla"
22258,"Careproctus lerikimae","dusty snailfish",2008,22258,"(blank)","Careproctus sp. cf. rastrinus (Orr et al.)",76,"misc_fish_shallow","Misc. fish shallow",22258,"Careproctus sp. cf. rastrinus (Orr et al.)","(blank)",72,"Misc. fish shallow",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Careproctus","lerikimae"
69050,"Pagurus townsendi","Townsend hermit crab",2008,NA,NA,NA,NA,NA,NA,69050,"Pagurus townsendi","Townsend hermit crab",93,"Hermit crabs",69050,"Pagurus townsendi","Townsend hermit crab",94,"Hermit crabs","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","townsendi"
66550,"Crangon nigricauda","blacktail bay shrimp",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","nigricauda"
43080,"Actiniidae","actinid sea anemones unid.",2008,43080,"Actiniidae","actinid sea anemones unid.",101,"anemones","Anemones",43080,"Actiniidae","actinid sea anemones unid.",96,"Anemones",43080,"Actiniidae","actinid sea anemones unid.",97,"Anemones","Cnidaria","Anthozoa","Actiniaria","Actiniidae",NA,NA
50050,"Ampharetidae",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annelida","Polychaeta","Canalipalpata","Ampharetidae",NA,NA
55900,"Phyllodocidae",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annelida","Polychaeta","Aciculata","Phyllodocidae",NA,NA
58501,"Sternaspis sp.",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annelida","Polychaeta","Canalipalpata","Sternaspidae","Sternaspis",NA
58502,"Brada sachalina",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annelida","Polychaeta","Canalipalpata","Flabelligeridae","Brada","sachalina"
58503,"Brada granulata",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annelida","Polychaeta","Canalipalpata","Flabelligeridae","Brada","granulata"
58504,"Stylaroides plumosa",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annelida","Polychaeta","Canalipalpata","Flabelligeridae","Stylaroides","plumosa"
62012,"Idoteidae",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62012,"Idoteidae","",95,"Misc. Crustacean","Arthropoda","Malacostraca","Isopoda","Idoteidae",NA,NA
71009,"Opisthobranchia",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda",NA,NA,NA,NA
72308,"Trichotropis sp.",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Capulidae","Trichotropis",NA
80030,"Urasterias lincki",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Urasterias","lincki"
83010,"Ophiuridae",NA,2008,83010,"(blank)","Ophiuridae",94,"brittle_stars","Brittle stars",83010,"Ophiuridae","(blank)",90,"Brittle stars",83010,"Ophiuridae","",91,"Brittle stars","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae",NA,NA
85012,"Ocnus sp.",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Ocnus",NA
91121,"Vulcanella sp.",NA,2008,NA,NA,NA,NA,NA,NA,91121,"Vulcanella sp.","(blank)",101,"Sponges",91121,"Vulcanella sp.","",102,"Sponges","Porifera","Demospongiae","Astrophorida","Pachastrellidae","Vulcanella",NA
93101,"Priapulus sp.",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Priapulida",NA,NA,"Priapulidae","Priapulus",NA
93150,"Chaetognatha","arrow worm unid.",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93150,"Chaetognatha","arrow worm unid.",108,"Chaetognaths","Chaetognatha",NA,NA,NA,NA,NA
94501,"Bonelliopsis alaskana",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Echiura",NA,"Bonelliida","Bonelliidae","Bonelliopsis","alaskana"
95038,"Alcyonidium sp.",NA,2008,95038,"Alcyonidium sp.","(blank)",0,"bryozoan","Bryozoan",95038,"Alcyonidium sp.","(blank)",104,"Misc. worms ",95038,"Alcyonidium sp.","",105,"Misc. worms ","Ectoprocta","Gymnolaemata","Ctenostomata","Alcyonidiidae","Alcyonidium",NA
95072,"Hippodiplosia sp.",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95072,"Hippodiplosia sp.","",105,"Misc. worms ","Ectoprocta","Gymnolaemata","Cheilostomata","Schizoporellidae","Hippodiplosia",NA
95095,"Membranipora sp.",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ectoprocta","Gymnolaemata","Cheilostomata","Membraniporidae","Membranipora",NA
98085,"Dendrodoa aggregata",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Ascidiacea","Pleurogona","Styelidae","Dendrodoa","aggregata"
98325,"Didemnidae",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Ascidiacea","Enterogona","Didemnidae",NA,NA
91085,"Leucandra sp. A (Clark 2006)","hairy vase sponge",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91085,"Leucandra sp. A (Clark 2006)","hairy vase sponge",102,"Sponges","Porifera","Calcarea","Leucosolenida","Grantiidae","Leucandra","sp. A (Clark, 2006)"
91105,"Stelletta sp.","stone sponge",2008,91105,"Stelletta sp.","stone sponge",106,"sponges","Sponges",91105,"Stelletta sp.","stone sponge",101,"Sponges",91105,"Stelletta sp.","stone sponge",102,"Sponges","Porifera","Demospongiae","Astrophorida","Ancorinidae","Stelletta",NA
72539,"Margarites beringensis",NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Margarites","beringensis"
44114,"Arthrogorgia otsukai",NA,2006,NA,NA,NA,NA,NA,NA,44114,"Arthrogorgia otsukai","(blank)",97,"Corals",44114,"Arthrogorgia otsukai","",98,"Corals","Cnidaria","Anthozoa","Alcyonacea","Primnoidae","Arthrogorgia","otsukai"
44115,"Arthrogorgia kinoshitai",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44115,"Arthrogorgia kinoshitai","",98,"Corals","Cnidaria","Anthozoa","Alcyonacea","Primnoidae","Arthrogorgia","kinoshitai"
50005,"Eunice valens","iridescent tubeworm",2006,NA,NA,NA,NA,NA,NA,50005,"Eunice valens","(blank)",103,"Polychaetes",50005,"Eunice valens","iridescent tubeworm",104,"Polychaetes","Annelida","Polychaeta","Aciculata","Eunicidae","Eunice","valens"
50013,"Chaetopterus sp.","parchment tubeworms",2006,NA,NA,NA,NA,NA,NA,50013,"Chaetopterus sp.","(blank)",103,"Polychaetes",50013,"Chaetopterus sp.","parchment tubeworms",104,"Polychaetes","Annelida","Polychaeta","Canalipalpata","Chaetopteridae","Chaetopterus",NA
50021,"Spinther sp. A (Clark 2006)","pink sponge worm",2006,NA,NA,NA,NA,NA,NA,50021,"Spinther sp. A (Clark 2006)","(blank)",103,"Polychaetes",NA,NA,NA,NA,NA,"Annelida","Polychaeta","Aciculata","Spintheridae","Spinther","sp. A (Clark 2006)"
50201,"Halosydna brevisetosa","eighteen-scaled worm",2006,NA,NA,NA,NA,NA,NA,50201,"Halosydna brevisetosa","(blank)",103,"Polychaetes",50201,"Halosydna brevisetosa","Eighteen-Scaled Worm",104,"Polychaetes","Annelida","Polychaeta","Aciculata","Polynoidae","Halosydna","brevisetosa"
50205,"Euphrosine multibranchiata","porcupine worm",2006,NA,NA,NA,NA,NA,NA,50205,"Euphrosine multibranchiata","(blank)",103,"Polychaetes",50205,"Euphrosine multibranchiata","porcupine worm",104,"Polychaetes","Annelida","Polychaeta","Aciculata","Euphrosinidae","Euphrosine","multibranchiata"
50215,"Nothria conchylega","gravel tube worm",2006,50215,"Nothria conchylega","gravel tube worm",108,"polychaetes","",50215,"Onuphis conchylega","gravel tube worm",103,"Polychaetes",50215,"Nothria conchylega","gravel tube worm",104,"Polychaetes","Annelida","Polychaeta","Aciculata","Onuphidae","Nothria","conchylega"
50221,"Travisia pupa","pupa utility worm",2006,NA,NA,NA,NA,NA,NA,50221,"Travisia pupa","(blank)",103,"Polychaetes",NA,NA,NA,NA,NA,"Annelida","Polychaeta",NA,"Opheliidae","Travisia","pupa"
50301,"Arctonoe vittata","red-banded commensal scale worm",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50301,"Arctonoe vittata","red-banded commensal scale worm",104,"Polychaetes","Annelida","Polychaeta","Aciculata","Polynoidae","Arctonoe","vittata"
56313,"Eunoe senta","thorny scaleworm",2006,56313,"Eunoe senta","(blank)",108,"polychaetes","Polychaetes",NA,NA,NA,NA,NA,56313,"Eunoe senta","thorny scaleworm",104,"Polychaetes","Annelida","Polychaeta","Aciculata","Polynoidae","Eunoe","senta"
56321,"Gattyana ciliata","ciliated scale worm",2006,NA,NA,NA,NA,NA,NA,56321,"Gattyana ciliata","(blank)",103,"Polychaetes",56321,"Gattyana ciliata","ciliated scale worm",104,"Polychaetes","Annelida","Polychaeta","Aciculata","Polynoidae","Gattyana","ciliata"
57411,"Serpula columbiana","red trumpet calcareous tubeworm",2006,57411,"Serpula columbiana","(blank)",108,"polychaetes","Polychaetes",57411,"Serpula columbiana","(blank)",103,"Polychaetes",57411,"Serpula columbiana","red trumpet calcareous tubeworm",104,"Polychaetes","Annelida","Polychaeta","Canalipalpata","Serpulidae","Serpula","columbiana"
57412,"Serpula sp.",NA,2006,57412,"Serpula sp.","(blank)",108,"polychaetes","Polychaetes",57412,"Serpula sp.","(blank)",103,"Polychaetes",57412,"Serpula sp.","",104,"Polychaetes","Annelida","Polychaeta","Canalipalpata","Serpulidae","Serpula",NA
58001,"Cistenides granulata","tusk coneworm",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58001,"Cistenides granulata","tusk coneworm",104,"Polychaetes","Annelida","Polychaeta","Canalipalpata","Pectinariidae","Cistenides","granulata"
60101,"Iphinoe sp.",NA,2006,60101,"Iphinoe sp.","",100,"benthic_amphipods","Benthic Amphipods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Capulidae","Neoiphinoe",NA
60105,"Eusirus cuspidatus","speckled amphipod",2006,60105,"Eusirus cuspidatus","speckled amphipod",100,"benthic_amphipods","Benthic Amphipods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","cuspidatus"
60106,"Epimeria sp.","armored amphipod",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
60107,"Stegocephalus inflatus","smooth northern amphipod",2006,60107,"Stegocephalus inflatus","smooth northern amphipod",100,"benthic_amphipods","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Amphipoda","Stegocephalidae","Stegocephalus","inflatus"
60113,NA,"red-spotted amphipod",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
60116,"Paramphithoe polyacantha","bladed amphipod",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Paramphithoe","polyacantha"
60117,"Paramphithoe sp.",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Paramphithoe",NA
60121,"Uschakoviella echinophora","fuzzy pink amphipod",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Uschakoviella","echinophora"
60122,"Uschakoviella sp. 1 (Clark 2006)","fuzzy yellow amphipod",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Uschakoviella","sp. 1 (Clark, 2006)"
62002,"Arcturus sp. 2 (Clark 2006)","spiny arcturid",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Isopoda","Arcturidae","Arcturus","sp. 2 (Clark, 2006)"
62015,"Gnorimosphaeroma sp.","pill bug isopod",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Gnorimosphaeroma",NA
62021,"Synidotea sp.","gravel isopod",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Isopoda","Idoteidae","Synidotea",NA
62025,"Rocinela angustata","sea cockroach",2006,62025,"Rocinella angusta","(blank)",99,"misc_crustaceans","Misc. Crustacean",62025,"Rocinella angusta","(blank)",94,"Misc. Crustacean",62025,"Rocinela angustata","sea cockroach",95,"Misc. Crustacean","Arthropoda","Malacostraca","Isopoda","Aegidae","Rocinela","angustata"
62050,"Anuropus bathypelagica","giant isopod",2006,NA,NA,NA,NA,NA,NA,62050,"Anuropus bathypelagica","(blank)",94,"Misc. Crustacean",NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Isopoda","Anuropidae","Anuropus","bathypelagica"
63100,"Diastylis sp.",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Cumacea","Diastylidae","Diastylis",NA
63101,"Diastylis alaskensis","Alaskan cumacean",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Cumacea","Diastylidae","Diastylis","alaskensis"
64100,"Mysidae",NA,2006,64100,"Mysidae","(blank)",99,"misc_crustaceans","Misc. Crustacean",64100,"Mysidae","",109,"Mysids",64100,"Mysidae","Mysidae",110,"Mysids","Arthropoda","Malacostraca","Mysida","Mysidae",NA,NA
65211,"Hamatoscalpellum columbianum","Columbian barnacle",2006,NA,NA,NA,NA,NA,NA,65211,"Scalpellum columbiana","(blank)",94,"Misc. Crustacean",65211,"Hamatoscalpellum columbianum","Columbian barnacle",95,"Misc. Crustacean","Arthropoda","Maxillopoda","Pedunculata","Scalpellidae","Hamatoscalpellum","californicum"
66061,"Pandalopsis longirostris","northern longbeak",2006,NA,NA,NA,NA,NA,NA,66061,"Pandalopsis longirostris","(blank)",87,"Pandalidae",66061,"Pandalopsis longirostris","northern longbeak",88,"Pandalidae","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalopsis","longirostris"
66062,"Pandalopsis sp. cf. lamelligera",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66062,"Pandalopsis sp. cf. lamelligera","",88,"Pandalidae","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalopsis","sp. cf. lamelligera"
66304,"Heptacarpus stylus","stiletto coastal shrimp",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Heptacarpus","stylus"
66534,"Metacrangon munita","coastal spinyhead",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Crangonidae","Metacrangon","munita"
66618,"Paracrangon sp.",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Crangonidae","Paracrangon",NA
66761,"Parapasiphae sulcatifrons","grooved-back shrimp",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae","sulcatifrons"
21721,"Gadus macrocephalus (juvenile)","Pacific cod (juvenile)",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","macrocephalus"
21722,"Gadus macrocephalus (adult)","Pacific cod (adult)",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","macrocephalus"
21736,"Eleginus gracilis (juvenile)","saffron cod (juvenile)",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Gadiformes","Gadidae","Eleginus","gracilis"
21737,"Eleginus gracilis (adult)","saffron cod (adult)",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Gadiformes","Gadidae","Eleginus","gracilis"
21741,"Gadus chalcogrammus (juvenile)","walleye pollock (juvenile)",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus"
21742,"Gadus chalcogrammus (adult)","walleye pollock (adult)",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus"
21744,"Gadus chalcogrammus larva","walleye pollock larva",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus"
22501,"Merluccius productus (juvenile)","Pacific hake (juvenile)",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","productus"
22502,"Merluccius productus (adult)","Pacific hake (adult)",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","productus"
20007,"Leptagonus decagonus","Atlantic poacher",2006,20007,"Leptagonus decagonus","Atlantic poacher",76,"misc_fish_shallow","Misc. fish shallow",NA,NA,NA,NA,NA,20007,"Leptagonus decagonus","Atlantic poacher",73,"Misc. fish shallow","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Leptagonus","decagonus"
23711,"Holtbyrnia sp.",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Argentiformes","Platytroctidae","Holtbyrnia",NA
23712,"Holtbyrnia innesi","lanternjaw tubeshoulder",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Argentiformes","Platytroctidae","Holtbyrnia","innesi"
22284,"Paraliparis holomelas","ebony snailfish",2006,NA,NA,NA,NA,NA,NA,22284,"Paraliparis holomelas","ebony snailfish",72,"Misc. fish shallow",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Paraliparis","holomelas"
446,"Raja badia egg case","roughshoulder skate egg case",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,"Raja badia egg case","",54,"Other skates","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","badia"
22270,"Allocareproctus sp.",NA,2006,NA,NA,NA,NA,NA,NA,22270,"Allocareproctus sp.","(blank)",72,"Misc. fish shallow",22270,"Allocareproctus sp.","",73,"Misc. fish shallow","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Allocareproctus",NA
40034,"Abietinaria sp.",NA,2006,40034,"Abietinaria sp.","(blank)",0,"gelatinous_filter_feeders","Gelatinous filter feeders",40034,"Abietinaria sp.","(blank)",0,"Gen. Hydrozoa",40034,"Abietinaria sp.","",99,"Hydroids","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria",NA
44048,"Stylaster repandus","undulate hydrocoral",2006,NA,NA,NA,NA,NA,NA,44048,"Stylaster repandus","(blank)",97,"Corals",44048,"Stylaster repandus","undulate hydrocoral",98,"Corals","Cnidaria","Hydrozoa","Anthoathecatae","Stylasteridae","Stylaster","repandus"
62005,"Arcturus sp.",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62005,"Arcturus sp.","",95,"Misc. Crustacean","Arthropoda","Malacostraca","Isopoda","Arcturidae","Arcturus",NA
69041,"Pagurus armatus","blackeyed hermit",2007,NA,NA,NA,NA,NA,NA,69041,"Pagurus armatus","blackeyed hermit",93,"Hermit crabs",NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","armatus"
69097,"Pagurus setosus","setose hermit",2007,NA,NA,NA,NA,NA,NA,69097,"Pagurus setosus","setose hermit",93,"Hermit crabs",69097,"Pagurus setosus","setose hermit",94,"Hermit crabs","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","setosus"
