"year","model","stratum_bin","species_name","lbin","strat_bio_t_km2","area","bio_tons"
2015,"EGOA","Southeastern_shelf","Pacific_cod","[0,20)",1.57332591817303e-09,17630.551,2.77386028399715e-05
2015,"EGOA","Southeastern_shelf","Pacific_cod","[20,30)",2.61429633708862e-08,17630.551,0.000460914849001541
2015,"EGOA","Southeastern_shelf","Pacific_cod","[30,60)",2.70931974504209e-07,17630.551,0.00477667999402716
2015,"EGOA","Southeastern_shelf","Pacific_cod","[60,85)",1.90165060804381e-07,17630.551,0.00335271480292974
2015,"EGOA","Southeastern_slope","Pacific_cod","[0,20)",0,8064.787,0
2015,"EGOA","Southeastern_slope","Pacific_cod","[30,60)",4.49197936853666e-07,8064.787,0.00362268568156426
2015,"EGOA","Southeastern_slope","Pacific_cod","[60,85)",1.15784878554018e-07,8064.787,0.000933780383359024
2015,"EGOA","Yakutat_gully","Pacific_cod","[0,20)",0,4149.899,0
2015,"EGOA","Yakutat_gully","Pacific_cod","[30,60)",5.20704220998019e-08,4149.899,0.000216086992601546
2015,"EGOA","Yakutat_gully","Pacific_cod","[60,85)",6.89759053217924e-08,4149.899,0.000286243040519001
2015,"EGOA","Yakutat_shelf","Pacific_cod","[0,20)",0,46043.042,0
2015,"EGOA","Yakutat_shelf","Pacific_cod","[20,30)",5.96724582324812e-09,46043.042,0.000274750150064138
2015,"EGOA","Yakutat_shelf","Pacific_cod","[30,60)",2.07308640612666e-07,46043.042,0.0095451204466919
2015,"EGOA","Yakutat_shelf","Pacific_cod","[60,85)",4.27211912850161e-07,46043.042,0.0196701360462603
2015,"EGOA","Yakutat_shelf","Pacific_cod","[85,999)",6.82015144014063e-07,46043.042,0.0314020519204755
2015,"EGOA","Yakutat_slope","Pacific_cod","[0,20)",0,7004.593,0
2015,"EGOA","Yakutat_slope","Pacific_cod","[30,60)",3.04829089730844e-07,7004.593,0.00213520370812504
2015,"EGOA","Yakutat_slope","Pacific_cod","[60,85)",2.6621758749916e-07,7004.593,0.00186474584987351
2017,"EGOA","Southeastern_gully","Pacific_cod","[0,20)",0,2344.327,0
2017,"EGOA","Southeastern_shelf","Pacific_cod","[0,20)",0,17630.551,0
2017,"EGOA","Southeastern_shelf","Pacific_cod","[20,30)",1.76988414557447e-08,17630.551,0.000312040326926421
2017,"EGOA","Southeastern_shelf","Pacific_cod","[30,60)",2.18684239587477e-07,17630.551,0.00385552363894323
2017,"EGOA","Southeastern_shelf","Pacific_cod","[60,85)",2.34705225233628e-07,17630.551,0.00413798244344797
2017,"EGOA","Southeastern_slope","Pacific_cod","[0,20)",0,8064.787,0
2017,"EGOA","Southeastern_slope","Pacific_cod","[30,60)",1.45191522548403e-07,8064.787,0.00117093870355857
2017,"EGOA","Southeastern_slope","Pacific_cod","[60,85)",2.01377343786286e-07,8064.787,0.00162406538426217
2017,"EGOA","Yakutat_gully","Pacific_cod","[0,20)",0,4149.899,0
2017,"EGOA","Yakutat_shelf","Pacific_cod","[0,20)",0,46043.042,0
2017,"EGOA","Yakutat_shelf","Pacific_cod","[30,60)",4.91042583820528e-08,46043.042,0.00226090943106371
2017,"EGOA","Yakutat_shelf","Pacific_cod","[60,85)",2.31763334586519e-07,46043.042,0.0106710889484271
2017,"EGOA","Yakutat_slope","Pacific_cod","[0,20)",0,7004.593,0
2017,"EGOA","Yakutat_slope","Pacific_cod","[60,85)",6.14229240879313e-08,7004.593,0.000430242584105855
2019,"EGOA","Southeastern_gully","Pacific_cod","[0,20)",0,2344.327,0
2019,"EGOA","Southeastern_shelf","Pacific_cod","[0,20)",9.33339102707664e-10,17630.551,1.64552826505817e-05
2019,"EGOA","Southeastern_shelf","Pacific_cod","[20,30)",2.51683671114224e-08,17630.551,0.000443732179944656
2019,"EGOA","Southeastern_shelf","Pacific_cod","[30,60)",1.20479520072016e-07,17630.551,0.00212412032308521
2019,"EGOA","Southeastern_shelf","Pacific_cod","[60,85)",2.86028233597154e-07,17630.551,0.00504283535987454
2019,"EGOA","Southeastern_slope","Pacific_cod","[0,20)",0,8064.787,0
2019,"EGOA","Southeastern_slope","Pacific_cod","[30,60)",1.9814196691845e-07,8064.787,0.00159797275895834
2019,"EGOA","Southeastern_slope","Pacific_cod","[60,85)",3.68035578394906e-07,8064.787,0.00296812854817672
2019,"EGOA","Yakutat_gully","Pacific_cod","[0,20)",0,4149.899,0
2019,"EGOA","Yakutat_gully","Pacific_cod","[30,60)",7.4968915015198e-08,4149.899,0.000311113425452655
2019,"EGOA","Yakutat_shelf","Pacific_cod","[0,20)",8.60724746689224e-11,46043.042,3.96303856622513e-06
2019,"EGOA","Yakutat_shelf","Pacific_cod","[20,30)",2.98916133330892e-08,46043.042,0.00137630080814319
2019,"EGOA","Yakutat_shelf","Pacific_cod","[30,60)",1.07514314106167e-07,46043.042,0.00495028607999146
2019,"EGOA","Yakutat_shelf","Pacific_cod","[60,85)",2.82668142299133e-07,46043.042,0.013014901147941
2019,"EGOA","Yakutat_slope","Pacific_cod","[0,20)",9.1391897633272e-12,7004.593,6.40163046418734e-08
2019,"EGOA","Yakutat_slope","Pacific_cod","[30,60)",4.73109905380552e-07,7004.593,0.00331394233145927
2021,"EGOA","Southeastern_gully","Pacific_cod","[0,20)",0,2344.327,0
2021,"EGOA","Southeastern_shelf","Pacific_cod","[0,20)",0,17630.551,0
2021,"EGOA","Southeastern_shelf","Pacific_cod","[20,30)",9.34758354830346e-09,17630.551,0.000164803048475125
2021,"EGOA","Southeastern_shelf","Pacific_cod","[30,60)",3.54400031623671e-07,17630.551,0.00624826783194275
2021,"EGOA","Southeastern_shelf","Pacific_cod","[60,85)",5.73251077045896e-07,17630.551,0.0101067323496626
2021,"EGOA","Southeastern_slope","Pacific_cod","[0,20)",0,8064.787,0
2021,"EGOA","Southeastern_slope","Pacific_cod","[20,30)",6.85400679123082e-09,8064.787,5.527610486783e-05
2021,"EGOA","Southeastern_slope","Pacific_cod","[30,60)",3.95713748289798e-07,8064.787,0.00319134709292883
2021,"EGOA","Southeastern_slope","Pacific_cod","[60,85)",2.86764094010332e-07,8064.787,0.00231269133744131
2021,"EGOA","Yakutat_gully","Pacific_cod","[0,20)",0,4149.899,0
2021,"EGOA","Yakutat_shelf","Pacific_cod","[0,20)",0,46043.042,0
2021,"EGOA","Yakutat_shelf","Pacific_cod","[20,30)",4.12112854505437e-08,46043.042,0.00189749294687337
2021,"EGOA","Yakutat_shelf","Pacific_cod","[30,60)",2.01318676657054e-07,46043.042,0.00926932428470516
2021,"EGOA","Yakutat_shelf","Pacific_cod","[60,85)",4.2297579470172e-07,46043.042,0.0194750922804347
2021,"EGOA","Yakutat_slope","Pacific_cod","[0,20)",0,7004.593,0
2021,"EGOA","Yakutat_slope","Pacific_cod","[30,60)",5.47823903751975e-08,7004.593,0.000383728348145376
2021,"EGOA","Yakutat_slope","Pacific_cod","[60,85)",4.22822875803374e-07,7004.593,0.00296170215609218
1984,"EGOA","Southeastern_gully","Walleye_pollock","[0,20)",0,2344.327,0
1984,"EGOA","Southeastern_gully","Walleye_pollock","[40,55)",1.47476278641421e-07,2344.327,0.000345732621878606
