"predator","model","stratum_bin","year","lbin","pred_n","pred_full","tot_wt","tot_sci","prey_guild","prey_n","prey_wt","prey_sci","dietprop_wt","dietprop_sci"
"Atka.mackerel","AI",212,2012,"[20,999)",34,30,469.5,1.04074390352034,"benthos",1,6.4,0.0180514052980684,0.0136315228966986,0.0173447139464465
"Atka.mackerel","AI",212,2012,"[20,999)",34,30,469.5,1.04074390352034,"copepods",29,163.98,0.382958594774722,0.34926517571885,0.367966214819377
"Atka.mackerel","AI",212,2012,"[20,999)",34,30,469.5,1.04074390352034,"euphausiids",18,145.785,0.32883319204325,0.310511182108626,0.315959758141234
"Atka.mackerel","AI",212,2012,"[20,999)",34,30,469.5,1.04074390352034,"fish_other",1,4,0.00640031529086725,0.00851970181043664,0.00614975045178553
"Atka.mackerel","AI",212,2012,"[20,999)",34,30,469.5,1.04074390352034,"myctophids",0,0,0,0,0
"Atka.mackerel","AI",212,2012,"[20,999)",34,30,469.5,1.04074390352034,"pollock",0,0,0,0,0
"Atka.mackerel","AI",212,2012,"[20,999)",34,30,469.5,1.04074390352034,"squids",1,0.24,0.000611456633167457,0.000511182108626198,0.000587518822929629
"Atka.mackerel","AI",212,2012,"[20,999)",34,30,469.5,1.04074390352034,"zoop_other",25,134.955,0.268473297569825,0.287444089456869,0.257962882762712
"Atka.mackerel","AI",212,2012,"[20,999)",34,30,469.5,1.04074390352034,NA,0,0,0,0,0
"Atka.mackerel","AI",212,2014,"[0,20)",6,6,0.7,0.0497837497869951,"amphipods",0,0,0,0,0
"Atka.mackerel","AI",212,2014,"[0,20)",6,6,0.7,0.0497837497869951,"benthos",0,0,0,0,0
"Atka.mackerel","AI",212,2014,"[0,20)",6,6,0.7,0.0497837497869951,"copepods",6,0.56,0.0400045357412645,0.8,0.803566141811897
"Atka.mackerel","AI",212,2014,"[0,20)",6,6,0.7,0.0497837497869951,"euphausiids",0,0,0,0,0
"Atka.mackerel","AI",212,2014,"[0,20)",6,6,0.7,0.0497837497869951,"fish_other",0,0,0,0,0
"Atka.mackerel","AI",212,2014,"[0,20)",6,6,0.7,0.0497837497869951,"myctophids",0,0,0,0,0
"Atka.mackerel","AI",212,2014,"[0,20)",6,6,0.7,0.0497837497869951,"pollock",0,0,0,0,0
"Atka.mackerel","AI",212,2014,"[0,20)",6,6,0.7,0.0497837497869951,"squids",0,0,0,0,0
"Atka.mackerel","AI",212,2014,"[0,20)",6,6,0.7,0.0497837497869951,"zoop_other",2,0.14,0.00977921404573059,0.2,0.196433858188103
"Atka.mackerel","AI",212,2014,"[0,20)",6,6,0.7,0.0497837497869951,NA,0,0,0,0,0
"Atka.mackerel","AI",212,2014,"[20,999)",42,41,307.29998,0.505426033339182,"amphipods",24,25.405,0.0390659790382679,0.0826716617423796,0.077293167469376
"Atka.mackerel","AI",212,2014,"[20,999)",42,41,307.29998,0.505426033339182,"benthos",12,7.17,0.00989328015098118,0.023332250135519,0.0195741404248997
"Atka.mackerel","AI",212,2014,"[20,999)",42,41,307.29998,0.505426033339182,"copepods",20,81.795,0.111767085092458,0.266173138052271,0.221134404878297
"Atka.mackerel","AI",212,2014,"[20,999)",42,41,307.29998,0.505426033339182,"euphausiids",27,188.31998,0.3363854882375,0.61282132201896,0.665548400851282
