NODC_CODE,RACE,BASE_NAME,EGOA
6129000000,NA,Arguloidea (brachiopod),Infauna
6130000000,65000,Cirripedia (barnacle),Infauna
6132000000,NA,Lepadomorpha (pedunculate barnacles),Infauna
6132050300,65101,Lepas sp. (pelagic barnacle),Infauna
6134000000,NA,Balanomorpha (barnacle),Infauna
6137000000,NA,Apygophora (barnacle),Infauna
6143000000,NA,Malacostraca,Mysids
6144000000,NA,Malacostraca Phyllocarida ,Mysids
6145000000,NA,Malacostraca Leptostraca,Mysids
6145010100,NA,Nebaliidae (Leptostraca) Nebalia sp.,Mysids
6145010101,NA,Malacostraca Leptostraca Nebalia bipes,Mysids
6145010200,NA,leptostraca Nebaliella spp.,Mysids
6149000000,NA,Peracarida (Alison's code) ,Mysids
6151000000,NA,Mysidacea (mysid),Mysids
6152000000,NA,Lophogastrida (mysid),Mysids
6152010000,NA,Lophogastridae (mysid),Mysids
6152010100,NA,Gnathophausia sp.,Mysids
6152010101,NA,Gnathophausia gigas (mysid),Mysids
6152010105,NA,Gnathophausia ingens (mysid),Mysids
6152020000,NA,Eucopiidae,Mysids
6152020100,NA,Eucopia sp.,Mysids
6152020101,NA,Eucopia unguiculata (mysid),Mysids
6152020103,NA,Eucopia grimaldii,Mysids
6153000000,64000,Mysida (mysid),Mysids
6153010000,NA,Mysidae (mysid),Mysids
6153010100,NA,Acanthomysis sp. (mysid),Mysids
6153010101,NA,Acanthomysis columbiae,Mysids
6153010103,NA,Acanthomysis dybowskii (mysid),Mysids
6153010104,NA,Acanthomysis marcropsis (mysid),Mysids
6153010105,NA,Acanthomysis nephrophthalma (mysid),Mysids
6153010106,NA,Acanthomysis pseudomacropsis (mysid),Mysids
6153010107,NA,Mysid Holmesimysis sculpta,Mysids
6153010108,NA,Acanthomysis stelleri (mysid),Mysids
6153010111,NA,Exacanthomysis alaskensis (mysid),Mysids
6153010112,NA,Exacanthomysis arctopacifica (mysid),Mysids
6153010200,NA,Amblyops sp. (mysid),Mysids
6153010301,NA,Archaeomysis grebnitzkii (mysid),Mysids
6153010400,NA,Boreomysis sp. (mysid),Mysids
6153010901,NA,Holmesiella anomala (mysid),Mysids
6153011200,NA,Meterythrops sp. (mysid),Mysids
6153011201,NA,Meterythrops robusta (mysid),Mysids
6153011203,NA,Meterythrops micropthalmus (mysid),Mysids
6153011403,NA,Mysidae Mysis oculata,Mysids
6153011500,NA,Neomysis sp. (mysid),Mysids
6153011501,64101,Neomysis awatschensis (mysid),Mysids
6153011502,NA,Neomysis czerniawskii (mysid),Mysids
6153011503,NA,Mysidae (mysid) Neomysis intermedia,Mysids
6153011504,NA,Neomysis kadiakensis (mysid),Mysids
6153011505,NA,Neomysis mercedis,Mysids
6153011506,NA,Neomysis mirabilis,Mysids
6153011507,NA,Neomysis rayii (mysid),Mysids
6153011900,NA,Pseudomma sp. (mysid),Mysids
6153011901,NA,Psuedomma berkeleyi (mysid),Mysids
6153011902,NA,Pseudomma truncatum (mysid),Mysids
6153012000,NA,Stilomysis sp. (mysid),Mysids
6153012002,NA,Mysidae (mysid) Stilomysis grandis,Mysids
6153012301,NA,Mysidae (mysid) Erythrops erythrophthalma,Mysids
6153012604,NA,Archaeomysis maculata (mysid),Mysids
6153015500,64100,Mysidae (Mysid) Michthyops sp.,Mysids
6153020300,NA,Petalophthalmus sp. (mysid),Mysids
6154000000,63000,Cumacea (cumacean),Infauna
6154010000,NA,Lampropidae (cumacean),Infauna
6154010100,NA,Lamprops sp. (cumacean),Infauna
6154040000,NA,Leuconidae (cumacean),Infauna
6154040100,NA,Leucon sp. (cumacean),Infauna
6154040101,NA,Leucon nasica (Leuconidae),Infauna
6154040104,NA,Cumacean Leucon magnadentatus,Infauna
6154040200,NA,Eudorella sp. (cumacean),Infauna
6154040300,NA,Leuconidae (cumacean) Eudorellopsis sp.,Infauna
6154040301,NA,Eudorellopsis integra (cumacean),Infauna
6154040302,NA,Eudorellopsis derzhavini (Leuconidae),Infauna
6154040304,NA,Eudorellopsis deformis (Leuconidae),Infauna
6154050000,NA,Diastylidae (cumacean),Infauna
6154050100,63100,Diastylis sp. (cumacean),Infauna
6154050103,NA,Diastylis bidentata (cumacean),Infauna
6154050200,NA,Diastylopsis sp. (cumacean),Infauna
6154050400,NA,Diastylidae (cumacean) Leptostylis sp.,Infauna
6154050501,NA,Colurostylis occidentalis (cumacean),Infauna
6154050800,NA,Oxyurostylis sp. (cumacean),Infauna
6154080100,NA,Cumella sp. (cumacean),Infauna
6154090000,NA,Bodotriidae (cumacean),Infauna
6154090200,NA,Cyclaspis sp. (cumacean),Infauna
6154090300,NA,Leptocuma sp. (cumacean),Infauna
6155000000,NA,Tanaidacea (peracaridan),Infauna
6158000000,62000,Isopoda (isopod),Infauna
6159010100,NA,Gnathia sp. (isopod),Infauna
6160000000,NA,Anthuridea (Isopod),Infauna
6161000000,NA,Flabellifera (isopod),Infauna
6161020300,62015,Gnorimosphaeroma sp. (isopod),Infauna
6161020601,NA,Ancinus depressus (isopod),Infauna
6161070203,NA,Rocinela augustata (Sea cockroach),Infauna
6162000000,NA,Valvifera (isopod),Infauna
6162010000,62001,Arcturidae (isopod),Infauna
6162010200,62005,Arcturus sp.,Infauna
6162010202,62003,Arcturus longispinus (isopod),Infauna
6162020000,62012,Idoteidae (isopod),Infauna
6162020101,NA,Idoteidae (isopod) Saduria entomon,Infauna
6162020200,NA,Synidotea sp. (isopod),Infauna
6162020205,NA,Synidotea nodulosa Synidotea nodulosa,Infauna
6162020303,NA,Synidotea fewkosi (isopod),Infauna
6163000000,NA,Asellota (isopod),Infauna
6163060800,NA,Caecijaera sp. (isopoda),Infauna
6164000000,NA,Microcerberidea,Infauna
6167000000,NA,Phreatoicidea (Isopod suborder),Infauna
6168000000,60100,Amphipoda (amphipod),Motile_epifauna
6168150000,NA,Corophiidea (amphipod),Motile_epifauna
6169000000,NA,Gammaridea (amphipod),Motile_epifauna
6169000099,NA,Type a gammarid amphipod ( *** temp. num ***),Motile_epifauna
6169010000,NA,Acanthonotozomatidae (amphipod),Motile_epifauna
6169010100,NA,Iphimediidae (amphipod) Acanthonotozoma sp.,Motile_epifauna
6169020000,NA,Ampeliscidae (amphipod),Motile_epifauna
6169020100,60102,Ampelisca sp. (amphipod),Motile_epifauna
6169020101,60150,Ampelisca macrocephala (amphipod),Motile_epifauna
6169020105,NA,Ampeliscidae (amphipod) Ampelisca eschrichti,Motile_epifauna
6169020200,NA,Byblis sp. (amphipod),Motile_epifauna
6169020201,NA,Byblis crassicornis (amphipod),Motile_epifauna
6169020202,NA,Byblis gaimardi (amphipod),Motile_epifauna
6169020207,NA,Byblis longicornis (amphipod),Motile_epifauna
6169020208,NA,Byblis abyssi (amphipod),Motile_epifauna
6169020209,NA,Byblis erythrops (amphipod),Motile_epifauna
6169020300,NA,Ampeliscidae (amphipod) Haploops sp.,Motile_epifauna
6169020302,NA,Ampeliscidae (amphipod) Haploops laevis,Motile_epifauna
6169030000,NA,Amphilochidae (amphipod) ,Motile_epifauna
6169060000,NA,Aoridae  (amphipod),Motile_epifauna
6169060300,NA,Lembos sp. (amphipod),Motile_epifauna
6169061400,21388,Aoridae (amphipod) Arctolembos sp.,Motile_epifauna
6169069900,NA,Aoridae (amphipod) Unciola sp.,Motile_epifauna
6169069901,NA,Aoridae (amphipod) Unciola leucopis,Motile_epifauna
6169090105,NA,Atylus collingi (amphipod),Motile_epifauna
6169120000,NA,Calliopiidae (amphipod) ,Motile_epifauna
6169120100,NA,Calliopiidae (amphipod) Apherusa sp.,Motile_epifauna
6169120200,NA,Calliopiidae Calliopius sp.,Motile_epifauna
6169120405,NA,Calliopiidae (amphipod) Halirages nilssoni,Motile_epifauna
6169121401,NA,Calliopiidae (amphipod) Weyprechtia heugleni,Motile_epifauna
6169129900,NA,Calliopiidae (amphipod) Paracalliopiella sp.,Motile_epifauna
6169150000,NA,Corophiidae (amphipod),Motile_epifauna
6169150300,NA,Ericthonius sp. (amphipod),Motile_epifauna
6169150500,NA,Neohela sp. (amphipod),Motile_epifauna
6169159900,NA,Corophiidae (amphipod) Crassicorophium sp.,Motile_epifauna
6169200000,NA,Eusiridae (amphipod),Motile_epifauna
6169200300,NA,Cleonardopsis sp. (amphipod),Motile_epifauna
6169200500,NA,Eusirella sp. (amphipod),Motile_epifauna
6169200501,NA,Eusiriella multicalcaeola (amphipod),Motile_epifauna
6169200800,NA,Eusiridae (amphipod) Eusirus sp.,Motile_epifauna
6169200802,60105,Eusiridae Eusirus cuspidatus,Motile_epifauna
6169201200,NA,Pontogeneia sp. (amphipod),Motile_epifauna
6169201300,60111,Rhachotropis sp. (amphipod),Motile_epifauna
6169201305,60112,Eusiridae (amphipod) Rhachotropis aculeata,Motile_epifauna
6169201307,60112,Rhachotropis oculata (amphipod),Motile_epifauna
6169201401,NA,Eusiridae (amphipod) Rozinante fragilis,Motile_epifauna
6169210000,60110,Gammaridae (amphipod),Motile_epifauna
6169210700,NA,Gammaridae (amphipod) Gammarus sp.,Motile_epifauna
6169210800,NA,Maera sp. (amphipod),Motile_epifauna
6169210802,NA,Maera loveni (amphipod),Motile_epifauna
6169211000,60132,Melita sp. (amphipod),Motile_epifauna
6169211003,60130,Melita dentata  (amphipod),Motile_epifauna
6169211401,NA,Weyprechtia heugleni (amphipod),Motile_epifauna
6169220000,NA,Haustoriidae (amphipod),Motile_epifauna
6169220100,NA,Eohaustorius sp.,Motile_epifauna
6169220102,NA,Eohaustorius eous (amphipod),Motile_epifauna
6169220200,NA,Pontoporeia sp. (amphipod),Motile_epifauna
6169220201,NA,Pontoporeia femorata  (amphipod),Motile_epifauna
6169260000,NA,Isaeidae (amphipod),Motile_epifauna
6169260200,NA,Photis sp. (amphipod),Motile_epifauna
6169260202,NA,Isaeidae (amphipod) Photis reinhardi,Motile_epifauna
6169260205,NA,Isaeidae (amphipod) Photis fischmanni,Motile_epifauna
6169260300,NA,Protomedeia sp. (amphipod),Motile_epifauna
6169260301,NA,Isaeidae (amphipod) Protomedeia fasciata,Motile_epifauna
6169260303,NA,Protomedeia grandimana (amphipod),Motile_epifauna
6169260400,NA,Gammaropsis sp. (amphipod),Motile_epifauna
6169260404,NA,Gammaropsis nitida (amphipod),Motile_epifauna
6169260500,NA,Podoceropsis sp. (amphipod),Motile_epifauna
6169260501,NA,Podoceropsis nitida (amphipod),Motile_epifauna
6169269901,NA,Cheiriphotis megacheles  (amphipod),Motile_epifauna
6169270000,NA,Ischyroceridae (amphipod),Motile_epifauna
6169270200,NA,Ischyrocerus sp. (amphipod),Motile_epifauna
6169270500,NA,Parajassa sp. (amphipod),Motile_epifauna
6169279900,NA,Ischyroceridae (amphipod) Erichthonius sp.,Motile_epifauna
6169279905,NA,Ischyroceridae (amphipod) Erichthonius tolli,Motile_epifauna
6169280100,NA,Gammarid Isopod (Maera sp) Maera sp.,Motile_epifauna
6169330000,NA,Liljeborgiidae (amphipod) ,Motile_epifauna
6169340000,60149,Lysianassidae (amphipod),Motile_epifauna
6169340300,60140,Anonyx sp. (amphipod),Motile_epifauna
6169341100,NA,Cyphocaris sp. (amphipod),Motile_epifauna
6169341400,NA,Hippomedon sp. (amphipod),Motile_epifauna
6169341402,NA,Lysianassidae Hippomedon denticulatus,Motile_epifauna
6169342104,NA,Lysianassidae Lepidepecreum cormatum,Motile_epifauna
6169342700,NA,Lysianassidae (amphipod) Onisimus sp.,Motile_epifauna
6169343200,NA,Scopelocheiridae (amphipod) Paracallisoma spp.,Motile_epifauna
6169344700,NA,Valettiopsis sp. (amphipod),Motile_epifauna
6169345401,NA,Alicella gigantea(amphipod),Motile_epifauna
6169345501,NA,Valettia coheres (amphipod),Motile_epifauna
6169345600,NA,Lysianassidae (amphipod) Wecomedon sp.,Motile_epifauna
6169345601,NA,Lysianassidae (amphipod) Wecomedon similis,Motile_epifauna
6169350000,NA,Melphidippidae (amphipod),Pelagic_amphipods
6169350100,NA,Melphidippa sp. (amphipod),Pelagic_amphipods
6169370000,NA,Oedicerotidae (amphipod),Pelagic_amphipods
6169370200,NA,Aceroides sp. (amphipod),Pelagic_amphipods
6169370201,NA,Oedicerotidae (amphipod) Aceroides latipes,Pelagic_amphipods
6169370401,NA,Arrhis luthkei (amphipod),Pelagic_amphipods
6169370500,NA,Bathymedon sp. (amphipod),Pelagic_amphipods
6169370504,NA,Bathymedon nanseni (amphipod),Pelagic_amphipods
6169370800,NA,Monoculodes sp. (amphipod),Pelagic_amphipods
6169370801,NA,Monoculodes borealis (amphipod),Pelagic_amphipods
6169370802,NA,Monoculodes castalskii (amphipod),Pelagic_amphipods
6169370816,NA,Monoculodes zernovi (amphipoda),Pelagic_amphipods
6169371302,NA,Pontocrates arenarius (amphipod),Pelagic_amphipods
6169371500,NA,Westwoodilla sp. (amphipod),Motile_epifauna
6169371502,NA,Westwoodilla caecula (amphipod),Motile_epifauna
6169379900,NA,Oedicerotidae (amphipod) Pacifoculodes sp.,Motile_epifauna
6169390000,NA,Gammarid amphipod Epimeriidae,Motile_epifauna
6169390300,60117,Epimeriidae (amphipod) Paramphithoe sp.,Motile_epifauna
6169400000,NA,Pardaliscidae (amphipod),Motile_epifauna
6169400100,NA,Pardaliscidae (amphipod) Halice sp.,Motile_epifauna
6169400300,NA,Pardalisca sp. (amphipod),Pelagic_amphipods
6169420000,NA,Phoxocephalidae (amphipod),Pelagic_amphipods
6169420100,NA,Harpinia sp. (amphipod),Pelagic_amphipods
6169420105,NA,Harpinia gurjanovae (amphipod),Pelagic_amphipods
6169420200,NA,Phoxocephalidae (amphipod) Harpiniopsis sp.,Pelagic_amphipods
6169420300,NA,Heterophoxus sp. (amphipod),Pelagic_amphipods
6169420900,NA,Paraphoxus sp. (amphipod),Pelagic_amphipods
6169421100,NA,Proharpinia sp. (amphipod),Pelagic_amphipods
6169421706,NA,Phoxocephalidae Grandifoxus acanthinus,Pelagic_amphipods
6169429800,NA,Phoxocephalidae (amphipod) Foxiphalus sp.,Pelagic_amphipods
6169429900,NA,Phoxocephalidae (amphipod) Harpiniinae (subfamily),Pelagic_amphipods
6169430000,NA,Pleustidae (amphipod),Pelagic_amphipods
6169430405,NA,Pleustidae (amphipod) Pleustes panoplus,Pelagic_amphipods
6169430500,NA,Pleusymtes sp. (amphipod),Pelagic_amphipods
6169430503,NA,Pleusymtes glaber (amphipod),Pelagic_amphipods
6169440000,NA,Podoceridae (amphipod),Motile_epifauna
6169440100,NA,Dulichia sp. (amphipod),Motile_epifauna
6169440106,NA,Podoceridae (amphipod) Dulichia spinosissima,Motile_epifauna
6169440199,NA,Podoceridae (amphipod) Dyopedos sp.,Motile_epifauna
6169470000,NA,Stegocephalidae (Amphipod) ,Motile_epifauna
6169470301,NA,Parandania boecki (amphipod),Pelagic_amphipods
6169480000,NA,Stenothoidae (amphipod),Pelagic_amphipods
6169480302,NA,Stenothoidae (amphipod) Metopella longimanna,Pelagic_amphipods
6169480400,NA,Metopelloides sp. (amphipod),Pelagic_amphipods
6169480500,NA,Stenothoidae (amphipod) Metopa sp.,Pelagic_amphipods
6169490201,NA,Stilipedidae (amphipod) Stilipes distincta,Pelagic_amphipods
6169500000,NA,Synopiidae (amphipod),Pelagic_amphipods
6169500300,NA,Syrrhoe sp. (amphipod),Pelagic_amphipods
6169500301,NA,Syrrhoe crenulata (amphipod),Pelagic_amphipods
6169500303,NA,Synopiidae (amphipod) Syrrhoe oluta,Pelagic_amphipods
6169500501,NA,Synopiidae (amphipod) Tiron spiniferum,Pelagic_amphipods
6169510106,NA,Talitridae (amphipod) Traskorchestia traskiana,Pelagic_amphipods
6169800000,60149,Gammarid Amphipod Lysianassoidea,Pelagic_amphipods
6169920000,NA,Alicellidae (amphipod),Pelagic_amphipods
6169925401,NA,Alicellidae (amphipod) Alicella gigantea,Pelagic_amphipods
6169930000,NA,Valettiopsidae (amphipod),Pelagic_amphipods
6169934700,NA,Valettiopsidae (amphipod) Valettiopsis sp.,Pelagic_amphipods
6169940000,NA,Atylidae (amphipod),Pelagic_amphipods
6169940105,NA,Atylidae (amphipod) Atylus collingi,Pelagic_amphipods
6169950000,NA,Uristidae (amphipod),Pelagic_amphipods
6169950300,60140,Uristidae (amphipod) Anonyx sp.,Pelagic_amphipods
6169950302,60109,Uristidae (amphipod) Anonyx nugax,Pelagic_amphipods
6169950399,NA,Uristidae (amphipod) Anonyx gurjanovai,Pelagic_amphipods
6169960000,NA,Maeridae (amphipod) ,Pelagic_amphipods
6169960800,NA,Maeridae (amphipod) Maera sp.,Pelagic_amphipods
6169960801,NA,Maeridae (amphipod) Maera danae,Pelagic_amphipods
6169960802,NA,Maeridae  (amphipod) Maera loveni,Pelagic_amphipods
6169970000,NA,Pontoporeiidae (amphipod) ,Pelagic_amphipods
6169970200,NA,Pontoporeiidae (amphipod) Pontoporeia sp.,Pelagic_amphipods
6169970201,NA,Pontoporeiidae (amphipod) Pontoporeia femorata,Pelagic_amphipods
6169970301,NA,Pontoporeiidae (amphipod) Priscillina armata,Pelagic_amphipods
6169980000,NA,Urothoidae (amphipod) ,Pelagic_amphipods
6169980400,NA,Urothoidae (amphipod) Urothoe sp.,Pelagic_amphipods
6169990000,NA,Melitidae (amphipod) ,Pelagic_amphipods
6169991000,60132,Melitidae (amphipod) Melita sp.,Pelagic_amphipods
6169991002,NA,Melitidae (amphipod) Melita formosa,Pelagic_amphipods
6169991003,60130,Melitidae (amphipod) Melita dentata,Pelagic_amphipods
6169991100,NA,Melitidae (amphipod) Melitoides sp.,Pelagic_amphipods
6169991101,NA,Melitidae (amphipod) Melitoides makarovi,Pelagic_amphipods
6169999800,NA,Melitidae (amphipod) Megamoera sp.,Pelagic_amphipods
6169999801,NA,Melitidae (amphipod) Megamoera dentata,Pelagic_amphipods
6169999899,NA,Melitidae (amphipod) Megamoera mikulitschae,Pelagic_amphipods
6169999901,60131,Melitidae (amphipod) Quasimelita formosa,Pelagic_amphipods
6170000000,NA,Hyperiidea (amphipod),Pelagic_amphipods
6170010000,NA,Hyperiidae (amphipod),Pelagic_amphipods
6170010100,NA,Hyperia sp. (amphipod),Pelagic_amphipods
6170010101,NA,Hyperiidae (amphipod) Hyperia galba,Pelagic_amphipods
6170010103,NA,Hyperia medusarum (amphipod),Pelagic_amphipods
6170010105,NA,Hyperia anarctica (amphipod),Pelagic_amphipods
6170010700,NA,Hyperoche sp. (amphipod),Motile_epifauna
6170011000,NA,Themisto sp. (amphipod),Motile_epifauna
6170011001,NA,Parathemisto groacilepes (amphipod),Motile_epifauna
6170011002,NA,Parathemisto libellula (amphipod),Pelagic_amphipods
6170011003,NA,Themisto pacifica (amphipod),Pelagic_amphipods
6170011004,NA,Themisto japonica  (amphipod),Pelagic_amphipods
6170011005,NA,Themisto abyssorum (amphipod),Pelagic_amphipods
6170030000,NA,Phronimidae,Pelagic_amphipods
6170030100,NA,Phronima,Pelagic_amphipods
6170030101,NA,Phronimidae (amphipod) Phronima sedentaria,Pelagic_amphipods
6170040000,55900,Phrosinidae (amphipod),Pelagic_amphipods
6170040300,41520,Primno sp. (amphipod),Pelagic_amphipods
6170040302,NA,Primno macropa (amphipod),Pelagic_amphipods
6170050100,NA,Lycaeopsidae (amphipod) Lycaeopsis sp.,Pelagic_amphipods
6170080100,NA,Lycaea,Motile_epifauna
6170150100,NA,Scina,Motile_epifauna
6170160300,NA,Hyperiidea (Amphipod) Mimonecteola sp.,Motile_epifauna
6170180100,NA,Lanceolidae (amphipod) Lanceola sp.,Motile_epifauna
6170190100,NA,Vibilia sp.,Motile_epifauna
6170210100,NA,Paraphronima,Motile_epifauna
6171000000,NA,Caprellidea (amphipod),Motile_epifauna
6171010000,NA,Caprellidae (amphipod),Motile_epifauna
6171010700,60145,Caprellidae (amphipod) Caprella sp.,Motile_epifauna
6171010722,NA,Caprella striata (amphipod),Motile_epifauna
6173000000,NA,Eucarida,Infauna
6174000000,63500,Euphausiacea (euphausiid),Euphausiids
6174010000,NA,Bentheuphausiidae,Euphausiids
6174020000,NA,Euphausiidae (euphausiid),Euphausiids
6174020001,NA,Calytopsis larvae (euphausiid),Euphausiids
6174020002,NA,Furcilia larvae (euphausiid),Euphausiids
6174020100,NA,Euphausia sp. (euphausiid),Euphausiids
6174020101,NA,Euphausia pacifica (euphausiid),Euphausiids
6174020126,NA,Euphausia gibboides (euphausiid),Euphausiids
6174020302,NA,Nematobrachion boopis,Euphausiids
6174020400,NA,Nematoscelis sp.,Euphausiids
6174020401,NA,Nematoscelis difficilis (euphausiid),Euphausiids
6174020504,NA,Nyctiphanes simplex (euphausiid),Euphausiids
6174020701,NA,Stylocheiron longicorne (euphausiid),Euphausiids
6174020702,NA,Stylocheiron maximum,Euphausiids
6174020801,NA,Tessarabrachion oculatum,Euphausiids
6174020900,NA,Thysanoessa sp. (euphausiid),Euphausiids
6174020902,NA,Thysanoessa inermis (euphausiid),Euphausiids
6174020903,NA,Thysanoessa inspinata (euphausiid),Euphausiids
6174020905,NA,Thysanoessa longipes (euphausiid),Euphausiids
6174020906,NA,Thysanoessa raschi (euphausiid),Euphausiids
6174020907,NA,Thysanoessa spinifera (euphausiid),Euphausiids
6175000000,NA,Decapoda (shrimp and crab),Motile_epifauna
6177010000,66140,Penaeidae,Motile_epifauna
6177010301,NA,Metapenaeopsis goodei,Motile_epifauna
6177020000,NA,Sergestidae (sergestid shrimp),Motile_epifauna
6177020300,NA,Sergestes sp. (sergestid shrimp),Motile_epifauna
6177020301,NA,Sergestes similis (Pacific sergestid),Motile_epifauna
6177060100,NA,Bentheogennema sp. (blunt tailed shrimp),Motile_epifauna
6177060101,NA,Bentheogennema borealis (Northern blunt-tailed shrimp),Motile_epifauna
6177060102,NA,Bentheogennema bu (Burkenroad's blunt-tailed shrimp),Motile_epifauna
6178000000,NA,Natantia (shrimp),Motile_epifauna
6178000099,NA,Unidentified deep water shrimp (re:Troy,Motile_epifauna
6179000000,66145,Caridea (shrimp),Motile_epifauna
6179010000,66810,Oplophoridae (shrimp),Motile_epifauna
6179010100,66839,Hymenodora sp. (shrimp),Motile_epifauna
6179010102,66840,Hymenodora frontalis (Pacific amber eye),Motile_epifauna
6179010501,66815,Notostomus japonicus (Oplophoridae),Motile_epifauna
6179050000,66750,Pasiphaeidae (shrimp),Motile_epifauna
6179050100,NA,Pasiphaea sp. (glass shrimp),Motile_epifauna
6179050101,66770,Pasiphaea pacifica (shrimp),Motile_epifauna
6179050103,66772,Pasiphaea tarda (crimson pasiphaeid shrimp),Motile_epifauna
6179050300,NA,Parapasiphae sp. (grooved-back shrimp),Motile_epifauna
6179050301,66761,Parapasiphae sulcatiformes,Motile_epifauna
6179160000,66150,Hippolytidae (shrimp),Motile_epifauna
6179160200,NA,Spirontocaris sp. (shrimp),Motile_epifauna
6179160201,NA,Spirontocaris prionota (shrimp),Motile_epifauna
6179160202,NA,Spirontocaris lamellicornis (shrimp),Motile_epifauna
6179160206,NA,Spirontocaris ochotensis (shrimp),Motile_epifauna
6179160210,NA,Spirontocaris arcuata (shrimp),Motile_epifauna
6179160212,NA,Spirontocaris sica (dagger bladed shrimp),Motile_epifauna
6179160214,NA,Spirontocaris holmesi (shrimp),Motile_epifauna
6179160298,NA,Blunt bladed shrimp Spirontocaris truncata,Motile_epifauna
6179160299,66169,Hippolytidae (shrimp) Spirontocaris intermedia,Motile_epifauna
6179160300,66200,Lebbeus sp. (shrimp),Motile_epifauna
6179160301,66203,Lebbeus groenlandicus (shrimp),Motile_epifauna
6179160305,66204,Lebbeus polaris (shrimp),Motile_epifauna
6179160306,66201,Lebbeus grandimana (candy stripe shrimp),Motile_epifauna
6179160398,66202,false candy-stripe Lebbeus acudactylus,Motile_epifauna
6179160399,66205,Cleaner lebbid (shrimp) Lebbeus mundus,Motile_epifauna
6179160400,66170,Eualus sp. (shrimp),Motile_epifauna
6179160401,66171,Eualus barbatus (shrimp),Motile_epifauna
6179160402,66190,Eualus biunguis (shrimp),Motile_epifauna
6179160403,66180,Eualus macrophthalmus (shrimp),Motile_epifauna
6179160404,66174,Eualus fabricii (shrimp),Motile_epifauna
6179160405,66193,Eualus suckleyi (shrimp),Motile_epifauna
6179160406,66175,Eualus gaimardii (shrimp),Motile_epifauna
6179160407,66173,Eualus townsendi (shrimp),Motile_epifauna
6179160408,66177,Eualus pusiolus (shrimp),Motile_epifauna
6179160410,66192,Eualus stoneyi (shrimp),Motile_epifauna
6179160411,66172,Eualus avinus (shrimp),Motile_epifauna
6179160412,66179,Eualus macilentus (shrimp),Motile_epifauna
6179160500,66301,Heptacarpus sp. (shrimp),Motile_epifauna
6179160501,NA,Heptacarpus decorus (elegant coastal shrimp),Motile_epifauna
6179160502,NA,Heptacarpus tridens (shrimp),Motile_epifauna
6179160503,66304,Heptacarpus stylus (shrimp),Motile_epifauna
6179160504,66032,Aleutian coastal shrimp (shrimp) Heptacarpus maxil,Motile_epifauna
6179160505,66306,Heptacarpus camtschatica (northern coastal shrimp),Motile_epifauna
6179160507,66303,Heptacarpus moseri (shrimp),Motile_epifauna
6179160509,NA,Slenderbeak coastal shrimp Heptacarpus flexus,Motile_epifauna
6179180000,66019,Pandalidae (shrimp),Pandalid_shrimp
6179180100,66020,Pandalus sp. (shrimp),Pandalid_shrimp
6179180101,NA,Pandalus borealis (shrimp),Pandalid_shrimp
6179180102,66045,Pandalus goniurus (shrimp),Pandalid_shrimp
6179180103,66030,Pandalus jordani (shrimp),Pandalid_shrimp
6179180104,66034,Pandalus montagui tridens (shrimp),Pandalid_shrimp
6179180105,66040,Pandalus platyceros (shrimp),Pandalid_shrimp
6179180106,66050,Pandalus hypsinotus (humpback shrimp),Pandalid_shrimp
6179180107,66025,Pandalus danae (coonstripe shrimp),Pandalid_shrimp
6179180108,66055,Pandalus stenolepis (shrimp),Pandalid_shrimp
6179180200,66059,Pandalopsis sp. (shrimp),Pandalid_shrimp
6179180201,66130,Pandalopsis ampla (shrimp),Pandalid_shrimp
6179180202,66060,Pandalopsis aleutica (shrimp),Pandalid_shrimp
6179180204,66120,Pandalopsis dispar (sidestripe shrimp),Pandalid_shrimp
6179220000,66500,Crangonidae (shrimp),Motile_epifauna
6179220100,66502,Crangon sp. (shrimp),Motile_epifauna
6179220102,66512,Crangon alaskensis (shrimp),Motile_epifauna
6179220103,66548,Crangon septemspirosa (Sand shrimp),Motile_epifauna
6179220104,66509,Crangon alba (shrimp),Motile_epifauna
6179220105,NA,Crangon stylirostris (shrimp),Motile_epifauna
6179220106,66530,Crangon dalli (shrimp),Motile_epifauna
6179220107,66517,Crangon franciscorum,Motile_epifauna
6179220109,66515,Crangon communis (shrimp),Motile_epifauna
6179220113,NA,Crangon variabilis,Motile_epifauna
6179220116,66520,Crangon resima (shrimp),Motile_epifauna
6179220124,66510,Crangon abyssorum (abyssal crangon),Motile_epifauna
6179220200,NA,Sclerocrangon,Motile_epifauna
6179220201,NA,Sclerocrangon boreas (shrimp),Motile_epifauna
6179220202,66602,Rhynocrangon alata (saddle-back shrimp),Motile_epifauna
6179220203,NA,Sclerocrangon sharpi,Motile_epifauna
6179220300,66570,Argis sp. (shrimp),Motile_epifauna
6179220301,66611,Argis lar (shrimp),Motile_epifauna
6179220302,66580,Argis dentata (shrimp),Motile_epifauna
6179220303,66614,Argis ovifer (shrimp),Motile_epifauna
6179220304,66575,Argis alaskensis (shrimp),Motile_epifauna
6179220305,66612,Argis crassa,Motile_epifauna
6179220306,66613,Argis levior (Nelson's argid),Motile_epifauna
6179220401,NA,horned shrimp (shrimp) Paracrangon echinata,Motile_epifauna
6179220501,66605,Sevenline Shrimp Sabinea septemcarinata,Motile_epifauna
6179221100,66606,Rhynocrangon sp.,Motile_epifauna
6179221300,66533,Metacrangon sp. (spinyhead shrimp),Motile_epifauna
6179221303,66534,Metacrangon munita,Motile_epifauna
