"year","model","race_group","bio_tons","var_bio_tons","model_area","bio_tons_km2","var_bio_tons_km2","sd_bio_tons","cv_bio"
1990,"WGOA","Sharks_demersal",974.398091054016,75922766.7307872,234769.252,0.00415045020910156,0.00137749361191015,8713.36712934714,8.94230726573141
1990,"WGOA","Shelf_demersals",14429.7536487583,251376242.774476,234769.252,0.0614635584763813,0.00456080808850979,15854.8491880079,1.09876090569102
1990,"WGOA","Shelf_forage_fish",314.940860060564,987001.061424106,234769.252,0.00134149109126337,1.79075093756946e-05,993.479270757123,3.15449469010173
1990,"WGOA","Slope_demersals",42076.9031874937,6516264443.493,234769.252,0.179226635639209,0.118226890706671,80723.3822599933,1.91847251448834
1990,"WGOA","Slope_forage_fish",25.3891909936388,2621.1701669827,234769.252,0.000108145299170774,4.75568174899506e-08,51.1973648441275,2.01650241068945
1990,"WGOA","Slope_rockfish",218257.591614674,569160762995.171,234769.252,0.929668556488285,10.3264850444107,754427.440510465,3.45659197890527
1990,"WGOA","Sockeye_salmon",20.0505122615337,22915.3133911451,234769.252,8.54051886723808e-05,4.15760636373403e-07,151.378047916946,7.54983443527075
1990,"WGOA","Squid",3085.15738034634,55434161.5273654,234769.252,0.0131412327383755,0.00100576160055264,7445.41211266142,2.41330058560112
1990,"WGOA","Tanner_crab",1072.1438832307,5515862.96782073,234769.252,0.00456679856538753,0.000100076252875328,2348.58744095695,2.19055247872135
1990,"WGOA","Thornyheads",13349.8819496794,112807765.498581,234769.252,0.0568638432671729,0.00204671119137629,10621.1000135853,0.79559505122368
1990,"WGOA","Walleye_pollock",862086.151976055,715457800706.677,234769.252,3.67205732706451,12.9808039472446,845847.386179491,0.981163407207805
1993,"WGOA","Arrowtooth_flounder",1552989.07933241,1753688091114.08,234769.252,6.61495943826752,31.817783344992,1324268.8892797,0.852722602433863
1993,"WGOA","Atka_mackerel",22770.7340381515,26501077896.6391,234769.252,0.0969919776298113,0.480818430139621,162791.516660541,7.14915541975017
1993,"WGOA","Big_skate",24246.984232067,2111353064.74993,234769.252,0.103280067664342,0.0383070254735669,45949.4620724762,1.89505885072946
1993,"WGOA","Black_rockfish",117.980883555394,836696.210744618,234769.252,0.000502539759999721,1.51804753045542e-05,914.710998482372,7.75304414509576
1993,"WGOA","Chinook_salmon",2157.36550550966,29782230.1496219,234769.252,0.00918930178092342,0.000540349536062235,5457.30979051235,2.52961761768
1993,"WGOA","Chum_salmon",3365.81826451732,41064071.1501872,234769.252,0.01433670821815,0.000745039967905556,6408.12540062904,1.90388336416851
1993,"WGOA","Coho_salmon",164.294137065473,900251.933872717,234769.252,0.000699811136534492,1.63335892699569e-05,948.816069569185,5.77510607813762
1993,"WGOA","Deep_water_flatfish",60330.7863891025,1959345412.46999,234769.252,0.256979079990861,0.035549096870681,44264.4938124225,0.733696615968824
1993,"WGOA","Demersal_shelf_rockfish",1145.53223752677,25178335.0048897,234769.252,0.00487939637651854,0.000456819437979005,5017.80181004488,4.38032352618765
1993,"WGOA","Eulachon",24416.4150858914,2031692238.09061,234769.252,0.104001758654031,0.0368617109181611,45074.2968674012,1.84606530929459
1993,"WGOA","Flathead_sole",166953.888860979,74698549625.398,234769.252,0.711140353511793,1.35528220794164,273310.354039868,1.63704095726366
1993,"WGOA","Gelatinous_carnivores",7297.42130944311,75019572.6307833,234769.252,0.0310833776028008,0.00136110664187938,8661.38399049386,1.18691022803983
1993,"WGOA","Gelatinous_filter_feeders",25.3447808873355,16469.8714439767,234769.252,0.000107956134252775,2.98818703268615e-07,128.334996957092,5.06356703289628
1993,"WGOA","Infauna",2409.10031697133,206660881.809068,234769.252,0.0102615666082683,0.00374952147796627,14375.7045673966,5.967250290959
1993,"WGOA","King_crab",892.306551624045,6077969.33951567,234769.252,0.00380078116713531,0.000110274747603126,2465.35379601299,2.76290002749158
1993,"WGOA","Large_sculpins",23568.1501262901,1526078113.64446,234769.252,0.100388572717734,0.0276881750144216,39065.049771432,1.65753568108238
1993,"WGOA","Lingcod",2889.0174028788,124913133.468876,234769.252,0.0123057741943089,0.00226634316432627,11176.4544229767,3.86860058781225
1993,"WGOA","Longnose_skate",14612.2166055611,1010400876.18604,234769.252,0.0622407597293069,0.0183320604918143,31786.8034911666,2.17535808215909
1993,"WGOA","MISC_NA",78.1860445978429,113670.848304871,234769.252,0.000333033580555272,2.06237040801719e-06,337.151076381006,4.3121643781211
1993,"WGOA","MISC_SHELLS",1919.02593691723,52353093.4551193,234769.252,0.00817409401175429,0.000949860692694151,7235.54375669993,3.77042520244581
1993,"WGOA","Miscellaneous_deep_sea_fish",22.8700176783087,5807.72046917241,234769.252,9.7414876452001e-05,1.05371526757082e-07,76.2084015655256,3.33224060590938
1993,"WGOA","Motile_epifauna",17059.2346731911,803450438.158056,234769.252,0.0726638370564433,0.0145772854929474,28345.2013250578,1.66157520358183
1993,"WGOA","Octopus",1180.67294617114,18210436.7104579,234769.252,0.00502907828053708,0.000330398394564536,4267.36882756317,3.61435301909985
1993,"WGOA","Other_skates",5153.56263331097,64211581.9724125,234769.252,0.0219516081829616,0.00116501344440304,8013.21296187818,1.55488805163313
1993,"WGOA","POP",465006.400290334,922687759208.075,234769.252,1.98069549708466,16.7406503849315,960566.374181438,2.06570570551651
1993,"WGOA","Pacific_capelin",39.5095803282064,10817.4036528228,234769.252,0.000168291119861839,1.96263980764212e-07,104.006748111951,2.6324437578928
1993,"WGOA","Pacific_cod",395693.372785371,632939014448.359,234769.252,1.68545654686232,11.4836364199274,795574.644171343,2.01058369659093
1993,"WGOA","Pacific_dogfish",8452.92008429137,581277683.063831,234769.252,0.0360052264607947,0.0105463266111675,24109.7010156458,2.85223340280366
1993,"WGOA","Pacific_halibut",502807.923909522,551274184520.59,234769.252,2.14171114669447,10.0019625243736,742478.406770588,1.47666409271663
1993,"WGOA","Pacific_herring",3338.86404569473,715820199.047174,234769.252,0.0142218966804679,0.0129873790685224,26754.8163710232,8.01314938400144
1993,"WGOA","Pacific_sandlance",2.02864962750258,108.652471834253,234769.252,8.64103629508764e-06,1.97132022862965e-09,10.4236496408049,5.13822076493182
1993,"WGOA","Pandalid_shrimp",5416.15631775738,56497599.9904292,234769.252,0.0230701263969499,0.00102505594074343,7516.48854122916,1.38779017817223
1993,"WGOA","Pelagic_shelf_rockfish",51867.8164484249,41372129336.8711,234769.252,0.220931046150903,0.750629176551739,203401.399545016,3.92153388117406
1993,"WGOA","Pink_salmon",36.1179067261711,43313.3080328668,234769.252,0.000153844280792662,7.85848668259563e-07,208.118495172502,5.76219703844849
1993,"WGOA","Rex_sole",82521.426435684,4394039853.41461,234769.252,0.351500146346609,0.0797226193036352,66287.5542874725,0.803276883963416
1993,"WGOA","Sablefish",265788.105286746,291587926177.069,234769.252,1.13212485460722,5.29038288400738,539988.820418598,2.03165156633338
1993,"WGOA","Salmon_shark",7160.03043634753,1188953660.30329,234769.252,0.0304981609616728,0.021571606811068,34481.2073498492,4.81579061100175
1993,"WGOA","Sessile_epifauna",52387.4793501663,31930204963.7166,234769.252,0.223144551102315,0.57932100288787,178690.248653128,3.41093427035749
1993,"WGOA","Shallow_water_flatfish",290029.728739738,159247806705.692,234769.252,1.23538208802462,2.88928928559239,399058.650709006,1.3759232629118
1993,"WGOA","Sharks_demersal",7161.3511955738,3240944245.9767,234769.252,0.0305037867376849,0.0588015978292784,56929.2916342431,7.94951819559265
1993,"WGOA","Shelf_demersals",18327.8117742895,867549704.829196,234769.252,0.0780673432238457,0.0157402611611117,29454.1967269385,1.60707656154878
1993,"WGOA","Shelf_forage_fish",492.072175533168,3521661.17152503,234769.252,0.0020959822095151,6.38947443036294e-05,1876.60895541001,3.81368638325602
1993,"WGOA","Slope_demersals",99375.5896111317,11323261312.3368,234769.252,0.423290481034253,0.20544193521083,106410.813888142,1.07079428966953
1993,"WGOA","Slope_forage_fish",77.23075158953,8742.6107734296,234769.252,0.000328964508476306,1.58620279665502e-07,93.5019292497732,1.21068262739073
1993,"WGOA","Slope_rockfish",250446.421571717,383731567853.957,234769.252,1.06677692857205,6.96217756765108,619460.707272025,2.47342606608032
1993,"WGOA","Sockeye_salmon",1640.95823541548,26639668.7684381,234769.252,0.00698966419765856,0.000483332933348507,5161.36307272004,3.14533481799018
1993,"WGOA","Squid",8911.79278763945,62885388.3084681,234769.252,0.0379597954660581,0.0011409518436619,7930.03078862044,0.889835634376429
1993,"WGOA","Tanner_crab",5444.1998367811,783188409.965874,234769.252,0.0231895778105605,0.0142096643484488,27985.5035682025,5.14042548165334
1993,"WGOA","Thornyheads",31835.3435045299,239292045.587703,234769.252,0.135602695980519,0.00434156022457371,15469.0673793769,0.485908605860521
1993,"WGOA","Unlisted_rockfish",14.6199914172275,36763.9936348466,234769.252,6.22738765518898e-05,6.67022140537601e-07,191.739389888584,13.114877048604
1993,"WGOA","Walleye_pollock",747503.237781245,1769995549510.84,234769.252,3.18399122292746,32.1136553308969,1330411.79696771,1.77980740380024
1996,"WGOA","Arrowtooth_flounder",1559665.31889239,2549093626285.28,234769.252,6.64339689122659,46.2491073174362,1596588.12042595,1.02367354142348
1996,"WGOA","Atka_mackerel",219542.137526391,6650226330473.25,234769.252,0.935140081829757,120.657408606645,2578803.27486865,11.7462793426554
1996,"WGOA","Big_skate",32985.3496378466,4135536339.72755,234769.252,0.140501148923227,0.075032498617927,64308.1358750784,1.94959691442206
1996,"WGOA","Black_rockfish",19.3838614738009,28506.7849065149,234769.252,8.25655885882403e-05,5.17208681870883e-07,168.839524124285,8.71031421435233
1996,"WGOA","Chinook_salmon",2861.85810893508,304846824.568899,234769.252,0.0121900891388242,0.00553094376741767,17459.8632459965,6.10088361525842
1996,"WGOA","Chum_salmon",2105.23860086371,24649378.6720614,234769.252,0.0089672671481856,0.00044722239613207,4964.81406218414,2.35831418830495
1996,"WGOA","Coho_salmon",70.6165617579823,708111.228821688,234769.252,0.000300791356433603,1.28475124949337e-05,841.49345144314,11.916375287813
1996,"WGOA","Deep_water_flatfish",55847.3570706573,1656692981.65898,234769.252,0.237881905721867,0.0300579667654053,40702.4935557881,0.728816826627838
1996,"WGOA","Demersal_shelf_rockfish",652.517291141981,10011993.86118,234769.252,0.0027793984330707,0.000181651146027935,3164.17348784481,4.84917952489372
1996,"WGOA","Eulachon",27327.0554080399,2705111281.86096,234769.252,0.116399635707149,0.0490797908285201,52010.6843048711,1.90326705633894
1996,"WGOA","Euphausiids",0.0141220437004905,0.0283193607955559,234769.252,6.01528674653293e-08,5.13808179930808e-13,0.16828357256594,11.916375287813
1996,"WGOA","Flathead_sole",219770.583206581,78804687638.0152,234769.252,0.936113146565639,1.42978132231214,280721.726337694,1.27733986160386
1996,"WGOA","Gelatinous_carnivores",12989.2869674351,1980648366.03027,234769.252,0.0553278883703013,0.0359356038923253,44504.4757977248,3.4262447129931
1996,"WGOA","Gelatinous_filter_feeders",39.1125714872026,50426.825908004,234769.252,0.000166600060076021,9.14911739234778e-07,224.559181304181,5.74135559912381
1996,"WGOA","Infauna",1150.69009831399,7124886.87747501,234769.252,0.00490136629269489,0.000129269342806029,2669.24837313335,2.31969352742703
1996,"WGOA","King_crab",556.292821777828,3681469.69374231,234769.252,0.00236953015370952,6.67942068490827e-05,1918.7156364981,3.44911090235925
1996,"WGOA","Large_sculpins",30396.2245075213,6671986789.79089,234769.252,0.129472766337908,0.121052216317072,81682.2305632681,2.68724921883165
1996,"WGOA","Lingcod",6221.37799803315,3035551322.03101,234769.252,0.0264999694169198,0.0550750813593247,55095.837610758,8.8558897447119
1996,"WGOA","Longnose_skate",20710.4514248507,926734624.321635,234769.252,0.088216200581713,0.0168140740901286,30442.3163429072,1.46990114886531
1996,"WGOA","MISC_NA",21.8308120137083,12220.2222197381,234769.252,9.29883782809358e-05,2.21715814223425e-07,110.545113956873,5.06371975020709
1996,"WGOA","MISC_SHELLS",644.366595983898,10724184.4973833,234769.252,0.00274468053416083,0.000194572672653947,3274.78006855168,5.08216920144866
1996,"WGOA","Miscellaneous_deep_sea_fish",0.454778630491189,1.29683137457117,234769.252,1.9371302954579e-06,2.35288703391266e-11,1.13878504318031,2.5040425535174
1996,"WGOA","Motile_epifauna",24335.1566616762,4032758184.36312,234769.252,0.103655638267639,0.0731677581908504,63504.0013256104,2.60955794156109
1996,"WGOA","Octopus",2167.70516655561,88748195.5382044,234769.252,0.00923334358349281,0.00161018990332522,9420.62606933342,4.34589824053536
1996,"WGOA","Other_skates",12276.0134332105,292238633.445099,234769.252,0.0522896986237811,0.00530218889613695,17094.9885476738,1.39255212131215
1996,"WGOA","POP",792197.218172388,3674751297396.92,234769.252,3.37436530305249,66.6723126077825,1916964.08349163,2.41980663339629
1996,"WGOA","Pacific_capelin",984.859082410521,72516904.4976242,234769.252,0.00419500881832056,0.00131569984870519,8515.68579138664,8.64660329937133
1996,"WGOA","Pacific_cod",500543.988119065,782885336994.095,234769.252,2.13206790861635,14.20416558832,884808.079186721,1.76769295044705
1996,"WGOA","Pacific_dogfish",3910.94594612072,57047097.6617533,234769.252,0.0166586804396375,0.0010350256713605,7552.95291007122,1.9312342881044
1996,"WGOA","Pacific_halibut",458776.763338547,447507160892.761,234769.252,1.95416034864117,8.11928071061531,668959.760294116,1.4581378433948
1996,"WGOA","Pacific_herring",31.4618707727308,24478.8983196975,234769.252,0.000134011888289063,4.44129310797467e-07,156.457337059332,4.97291906732195
1996,"WGOA","Pacific_sandlance",3.86009869822335,513.949531593917,234769.252,1.6442096506843e-05,9.32476814399009e-09,22.6704550372046,5.87302470987049
1996,"WGOA","Pandalid_shrimp",6032.85898149211,55001181.1044963,234769.252,0.0256969723679663,0.000997905883588332,7416.27811671706,1.22931401835665
1996,"WGOA","Pelagic_shelf_rockfish",84807.661445353,153983358263.439,234769.252,0.361238367984207,2.79377453538383,392407.133298363,4.62702457078381
1996,"WGOA","Pink_salmon",22.0892864834854,14179.0294077641,234769.252,9.40893506935287e-05,2.5725514589764e-07,119.075729717538,5.39065532092048
1996,"WGOA","Rex_sole",67266.6497975526,3238149213.54635,234769.252,0.286522401142858,0.0587508865672462,56904.7380588501,0.845957665947569
1996,"WGOA","Sablefish",152261.802143087,47872317248.7826,234769.252,0.648559386912758,0.868564385059396,218797.434282906,1.43698177220635
1996,"WGOA","Sessile_epifauna",85157.5141784611,64411784337.934,234769.252,0.362728566253902,1.16864578673552,253794.768145315,2.98029798772011
1996,"WGOA","Shallow_water_flatfish",288913.642963476,115172242328.125,234769.252,1.2306281188964,2.08961073084849,339370.361593532,1.17464290752249
1996,"WGOA","Sharks_demersal",16180.3301978863,4049402529.44256,234769.252,0.0689201420545749,0.0734697424310014,63634.915961621,3.93285644874749
1996,"WGOA","Shelf_demersals",14635.943075829,398047077.101693,234769.252,0.0623418226669183,0.00722190891556047,19951.1171893128,1.36315897690677
1996,"WGOA","Shelf_forage_fish",292.055325077843,1820477.2603032,234769.252,0.00124401011882869,3.30295628660022e-05,1349.25062916539,4.61984601309963
1996,"WGOA","Slope_demersals",94897.2727606299,12834318718.5972,234769.252,0.404215083330546,0.232857584218113,113288.652205758,1.1938030346933
1996,"WGOA","Slope_forage_fish",108.729608938409,30310.7284192592,234769.252,0.000463133941144937,5.4993826710667e-07,174.099765707077,1.60121762054436
1996,"WGOA","Slope_rockfish",253046.305566217,359801399079.356,234769.252,1.07785113855633,6.52800405108484,599834.476401079,2.37045340400797
1996,"WGOA","Squid",5837.69922701489,23378647.9047239,234769.252,0.0248656890852763,0.000424167078342192,4835.14714406127,0.828262463692177
1996,"WGOA","Tanner_crab",1916.68538326108,31257174.5338224,234769.252,0.00816412441975611,0.000567109973736524,5590.8116167353,2.91691670712436
1996,"WGOA","Thornyheads",52123.2671585491,512676598.976402,234769.252,0.222019138854475,0.00930167287725361,22642.36292829,0.43440030072206
1996,"WGOA","Walleye_pollock",755689.876140667,1541775045722.28,234769.252,3.21886222196025,27.9729700053687,1241682.3449346,1.64311099584384
1999,"WGOA","Arrowtooth_flounder",974344.854613089,732705828559.907,234769.252,4.15022344839728,13.2937410174928,855982.376313851,0.878520959248828
1999,"WGOA","Atka_mackerel",4694.49421226359,372836062.696247,234769.252,0.0199962055178486,0.00676449656365793,19308.9632734709,4.11310833508526
1999,"WGOA","Big_skate",45021.297748414,7409126404.99172,234769.252,0.191768288925732,0.134426401093894,86076.2824766017,1.91190140625464
1999,"WGOA","Black_rockfish",119.211552082395,373537.770367416,234769.252,0.000507781794535833,6.77722789414133e-06,611.177364082977,5.12683002114217
1999,"WGOA","Chinook_salmon",1631.0956946265,38931343.8208568,234769.252,0.00694765468957791,0.000706345141589283,6239.49868345661,3.82534188767225
1999,"WGOA","Chum_salmon",492.800164798744,8677457.51940407,234769.252,0.00209908308094258,0.000157438181131955,2945.75245385692,5.97758009082636
1999,"WGOA","Coho_salmon",157.566713342707,1852937.4501779,234769.252,0.000671155664553154,3.36184995725943e-05,1361.22645073401,8.63904832344472
1999,"WGOA","Deep_water_flatfish",37680.8222776221,1833306308.75028,234769.252,0.160501522054609,0.0332623248298199,42817.1263485802,1.13631082764371
1999,"WGOA","Demersal_shelf_rockfish",2257.11604599945,168817881.65423,234769.252,0.00961418936581801,0.00306292254047436,12992.993560155,5.75645792921636
1999,"WGOA","Eulachon",13085.2414793196,226771012.629742,234769.252,0.0557366067653511,0.00411438669472507,15058.9180431312,1.15083226143979
1999,"WGOA","Euphausiids",7.098160938504,3375.33121304587,234769.252,3.02346277378095e-05,6.12398281076633e-08,58.0976007512003,8.18488073946727
1999,"WGOA","Flathead_sole",188889.031559384,113414409510.164,234769.252,0.804573128509111,2.05771774825827,336770.559149942,1.78290161355434
1999,"WGOA","Gelatinous_carnivores",2255.70924395653,35828519.7138041,234769.252,0.00960819709029241,0.000650049506295834,5985.6929184351,2.65357467256558
1999,"WGOA","Gelatinous_filter_feeders",54.5565978788834,10244.7831759674,234769.252,0.000232383914904169,1.85874724907478e-07,101.216516320052,1.85525711380968
1999,"WGOA","Infauna",1259.44582689185,17569837.7124667,234769.252,0.00536461149048537,0.000318775780353731,4191.63902459011,3.32816143028122
1999,"WGOA","King_crab",190.649757005374,470138.658879981,234769.252,0.00081207294132953,8.52989198372519e-06,685.66657996433,3.59647235188977
1999,"WGOA","Large_sculpins",29992.8396539508,1421690487.19538,234769.252,0.127754547916483,0.02579423338416,37705.3111271526,1.25714375704955
1999,"WGOA","Lingcod",6112.41636508313,1163707719.26858,234769.252,0.0260358471691307,0.0211135607729767,34113.1604995577,5.58096151538816
1999,"WGOA","Longnose_skate",31951.3098413959,2811376283.48409,234769.252,0.136096654775711,0.0510077943406223,53022.4130296245,1.65947541095573
1999,"WGOA","MISC_NA",2.98597186950989,212.75194411105,234769.252,1.27187518981825e-05,3.86003377581863e-09,14.5860187889311,4.88484802481585
1999,"WGOA","MISC_SHELLS",8008.75941823985,7170411857.41836,234769.252,0.0341133234016516,0.130095318620064,84678.2844501373,10.5732086616666
1999,"WGOA","Miscellaneous_deep_sea_fish",20.4230513594605,3874.11704013483,234769.252,8.69920195488824e-05,7.02894757971719e-08,62.2424054815914,3.04765455396845
1999,"WGOA","Motile_epifauna",34799.1103543443,2223153116.08764,234769.252,0.148226865562209,0.0403354533504777,47150.3246657713,1.35492902507161
1999,"WGOA","Octopus",943.6796488436,9480213.74944714,234769.252,0.00401960495594883,0.000172002871361519,3078.99557476901,3.26275508700655
1999,"WGOA","Other_skates",17536.777435263,355776740.415234,234769.252,0.0746979312063533,0.00645498324535466,18862.0449690704,1.07557075629771
1999,"WGOA","POP",636385.697098737,13099257750568.3,234769.252,2.71068588274386,237.664466788397,3619289.67486278,5.6872580439237
1999,"WGOA","Pacific_capelin",129.921162425346,109170.475015789,234769.252,0.000553399396720596,1.98071854357838e-06,330.40955648375,2.54315425074501
1999,"WGOA","Pacific_cod",282944.190720841,169844471960.931,234769.252,1.20520122763283,3.08154833153049,412121.913953786,1.45654842003946
1999,"WGOA","Pacific_dogfish",16265.0931519543,810887912.250944,234769.252,0.0692811899914148,0.0147122262161698,28476.0936971865,1.75074888481441
1999,"WGOA","Pacific_halibut",529912.342228654,693071818307.293,234769.252,2.25716245936948,12.5746471502877,832509.350282201,1.57103219521348
1999,"WGOA","Pacific_herring",48.2134698574806,116972.216181152,234769.252,0.000205365351070253,2.1222682931439e-06,342.01201174981,7.09370250182781
1999,"WGOA","Pacific_sandlance",8.22317465344397,1345.68744021942,234769.252,3.50266254349354e-05,2.44152832193652e-08,36.6836126931279,4.46100371682661
1999,"WGOA","Pacific_saury",0.783149299109683,99.3582976007499,234769.252,3.33582567750262e-06,1.8026927380111e-09,9.96786324147507,12.7279220613579
1999,"WGOA","Pandalid_shrimp",6042.73176389603,43987391.3567702,234769.252,0.0257390255002219,0.000798078800439344,6632.29910037011,1.09756635897635
1999,"WGOA","Pelagic_shelf_rockfish",46963.6249869211,57459455417.5449,234769.252,0.200041634868441,1.04250722398145,239707.019958834,5.1040996095508
1999,"WGOA","Pink_salmon",38.5560360299663,30147.9530959692,234769.252,0.000164229496416193,5.46984976839947e-07,173.631659255935,4.50335867310078
1999,"WGOA","Rex_sole",55432.759363345,7070371376.88234,234769.252,0.236115926132205,0.12828024879576,84085.5003962178,1.51689184088894
1999,"WGOA","Sablefish",114440.289827351,12428236414.2416,234769.252,0.487458595418413,0.225489889332295,111482.000404736,0.974149930701169
1999,"WGOA","Sessile_epifauna",43485.3457643583,6149352326.73525,234769.252,0.185225899021727,0.111569874389571,78417.8061841522,1.80331568729127
1999,"WGOA","Shallow_water_flatfish",279659.13811532,152448186503.456,234769.252,1.19120854086684,2.76592137112732,390446.137775054,1.39615011476596
1999,"WGOA","Sharks_demersal",18138.8609125539,4556874034.75887,234769.252,0.077262506729603,0.082676977452854,67504.6223214298,3.72154693984725
1999,"WGOA","Shelf_demersals",11105.2345022923,685020543.954661,234769.252,0.0473027639168534,0.0124285700318416,26172.8971257418,2.35680724439806
1999,"WGOA","Shelf_forage_fish",245.675047204269,142180.857713664,234769.252,0.00104645325191166,2.57963759317346e-06,377.068770536177,1.53482730471467
1999,"WGOA","Slope_demersals",360474.062053357,53051024933.0518,234769.252,1.53543983712721,0.962523510367959,230328.081077952,0.638958819300179
