"year","model","race_group","bio_tons","bio_tkm2","se_tkm2","se_tons","var_bio_tons","var_bio_t_km2","cv"
1991,"AI","MISC_SHELLS",4268.76804551889,0.570571995157546,0.38891582207361,2909.69666887722,8466334.70487518,0.151255516659192,0.681624449454837
1991,"AI","arrowtooth",7215.63622080853,0.964456234430355,0.251630596858014,1882.58915659845,3544141.93254206,0.0633179572751206,0.26090411143087
1991,"AI","atka",61.4243041360606,0.00821009419775486,0.00301201536081001,22.5345706308063,507.8068735148,9.07223653375543e-06,0.366867332853949
1991,"AI","bairdi",85.5131861637024,0.0114298618995991,0.00916220135776965,68.5475500280337,4698.76661484579,8.3945933720316e-05,0.801602104929286
1991,"AI","ben_zooplankton",1.17645796109136,0.000157247702128842,0.000102654552625864,0.768016092089009,0.589848717707674,1.05379571748164e-08,0.6528206850473
1991,"AI","deep_demersals",460.508338326654,0.0615524569580557,0.0615524569580557,460.508338326654,212067.929668376,0.0037887049575733,1
1991,"AI","eelpouts",3.7504044644186,0.000501286491815222,0.000423569105242642,3.16895725145004,10.0422900615178,1.79410786916053e-07,0.84496413160635
1991,"AI","fh_sole",2415.92343925886,0.32291711383401,0.114818353024775,859.020282437681,737915.845639314,0.0131832541913218,0.355566020213458
1991,"AI","gr_turbot",1803.25809959116,0.241027050590813,0.132913626184259,994.401136201476,988833.619678785,0.0176660320254488,0.551446926220341
1991,"AI","halibut",7205.53761749483,0.96310643510194,0.155349964739292,1162.25992684493,1350848.13754959,0.0241336115444993,0.16130093110929
1991,"AI","herb_echinoderms",40.0731652213106,0.0053562586649802,0.00161969245814378,12.1178246874577,146.84167515596,2.62340365896785e-06,0.30239250182847
1991,"AI","herring",455.801826728722,0.0609233752923318,0.040881103170175,305.854385352751,93546.9050395093,0.00167126459641049,0.67102492227348
1991,"AI","infauna",24.7018659970696,0.00330170035377247,0.0011710495883914,8.76127658747598,76.7599674422547,1.37135713847167e-06,0.354680759280102
1991,"AI","jellyfish",295.160776341142,0.0394517742012249,0.0316391432419498,236.710116874099,56031.6794305496,0.00100103538508462,0.801970098494771
1991,"AI","kamchatka",738.21556753483,0.0986713554667991,0.0735891582880062,550.561629492057,303118.10786895,0.00541536421753723,0.745800622073824
1991,"AI","king_crabs",61.8331329385624,0.00826473906555605,0.00383075894788179,28.6600490833555,821.398413460347,1.46747141167764e-05,0.463506339098687
1991,"AI","lg_sculpins",2912.68748884757,0.389315580996897,0.105116835366068,786.437805684528,618484.422209895,0.0110495490773771,0.27000418297388
1991,"AI","misc_crabs",9.61964289820187,0.00128578053026139,0.000369175086313256,2.76200518958271,7.62867266728184,1.362902443544e-07,0.287121384734458
1991,"AI","mycto_bathy",0.732073869027656,9.78504438750876e-05,9.78504438750876e-05,0.732073869027656,0.535932149713122,9.57470936655166e-09,1
1991,"AI","north_rockfish",582.256665505149,0.0778255796024798,0.0492303515911342,368.319780019814,135659.460353844,0.00242362751778669,0.632572887251141
1991,"AI","nr_sole",8215.57392809329,1.09810988967584,0.194596534208816,1455.88545187878,2119602.44899227,0.037867811126083,0.177210437715173
1991,"AI","octopus",113.028227327344,0.0151075768201981,0.0121551518086342,90.9394854102534,8269.9900066817,0.000147747715490943,0.804573225296024
1991,"AI","oth_flatfish",855.795223020411,0.114387285192887,0.0399043183560235,298.546512135373,89130.0199081961,0.00159235462345887,0.348852744330231
1991,"AI","oth_forage",83.0660760992425,0.0111027763196471,0.00771975790765202,57.7558242518151,3335.73523500656,5.95946621527559e-05,0.695299777767423
1991,"AI","oth_rockfish",248.638540261088,0.0332335199469907,0.015947418956454,119.311555820429,14235.2473522914,0.000254320171372669,0.479859460625628
1991,"AI","oth_skate",433.153617427997,0.0578961707617353,0.0243811800332495,182.409236908378,33273.1297094967,0.000594441939813722,0.421119043150319
1991,"AI","pac_ocean_perch",1500.76759261587,0.200595570069803,0.101312426970705,757.974899814523,574525.948748837,0.0102642078586945,0.505058147273396
1991,"AI","pandalid",7.49219222408197,0.00100142125779961,0.000957812652544014,7.16593187095454,51.350579579162,9.17405077373399e-07,0.956453285851538
1991,"AI","pcod",8286.27547000446,1.10755999785666,0.315906762635667,2363.47508315774,5586014.46870747,0.0997970826789474,0.285227674570233
1991,"AI","pollock",51643.6218967008,6.90278883006881,3.55672219351776,26609.8269374125,708082889.639045,12.6502727618618,0.515258728185996
1991,"AI","rougheye_rock",676.003519598924,0.090355969871911,0.011061467699377,82.7570232194835,6848.72489215013,0.000122356067664361,0.122420994595684
1991,"AI","sablefish",74.70051013105,0.00998461819669537,0.00618565862121177,46.2783699284545,2141.68752323488,3.82623725781714e-05,0.619518793744066
1991,"AI","salmon_returning",24.0424422729112,0.00321356047221057,0.00152627166530194,11.4188915139847,130.391083408153,2.32950519630356e-06,0.474947236406614
1991,"AI","shallow_demersals",612.106850303064,0.0818154144481203,0.025037539533528,187.319829234922,35088.7184246004,0.000626878385892977,0.306024722876696
1991,"AI","sharks",1735.63502471105,0.231988416413083,0.231988416413083,1735.63502471105,3012428.93900372,0.0538186253498499,1
1991,"AI","shortraker_rock",1925.15132177992,0.257319540189408,0.169829575841299,1270.58999160165,1614398.92675828,0.0288420848304354,0.659994867534314
1991,"AI","snails_sea_stars",56.5769776063396,0.00756219092923542,0.00209883285024656,15.7025418002578,246.569818988844,4.4050993332741e-06,0.277542959426279
1991,"AI","squids",49.9883281155482,0.00668153898345895,0.00294735377645752,22.0508011724397,486.23783234647,8.6868942835984e-06,0.441118997248103
