"Model","Predator","Year","Stratgroup","Lbin","Pred_n","Prey_guild","SCI_mean","X0.","X2.5.","X25.","X50.","X75.","X97.5.","X100."
"AI","Pacific_cod",2014,"Western_Aleutians","[85,999)",13,"Other_fish",0.00316275403183353,0,0.000157978104685528,0.00103475617240701,0.00300692210772199,0.00498505616502097,0.00829337919375574,0.0146294173341412
"AI","Pacific_cod",2014,"Western_Aleutians","[85,999)",13,"Atka_mackerel",0.026191978067044,0,0.00464495801809192,0.015736894369862,0.0250013203987544,0.0349934920683051,0.057256551718682,0.0923203041774918
"AI","Pacific_cod",2016,"Central_Aleutians","[30,60)",59,"Invertebrates",0.00665328379059526,0.00403648360859671,0.0051445396005187,0.00607856533517498,0.00662225183260425,0.00717517085262183,0.00838947038800313,0.0100344955553254
"AI","Pacific_cod",2016,"Central_Aleutians","[30,60)",59,"MISC_NA",0.000143832040195844,0,1.35620220512915e-06,5.18038170519547e-05,0.000132436764759368,0.000213253847990325,0.000396532335454707,0.000811004288599563
"AI","Pacific_cod",2016,"Central_Aleutians","[30,60)",59,"Other_fish",0.00246314648462532,0.000618623090975897,0.0014274506419838,0.00207104920242166,0.00244214559286224,0.00283078492555198,0.00360365564320463,0.00529766047673292
"AI","Pacific_cod",2016,"Central_Aleutians","[30,60)",59,"Atka_mackerel",0,0,0,0,0,0,0,0
"AI","Pacific_cod",2016,"Central_Aleutians","[60,85)",21,"Invertebrates",0.0013928756606797,0.000192669560921856,0.00054426596812343,0.00104117272312093,0.00135868999486789,0.00170315896565674,0.00242927791063991,0.00359135693816997
"AI","Pacific_cod",2016,"Central_Aleutians","[60,85)",21,"MISC_NA",0,0,0,0,0,0,0,0
"AI","Pacific_cod",2016,"Central_Aleutians","[60,85)",21,"Other_fish",0.00531626455274618,0.000391201365890464,0.00107382543828822,0.002154350008056,0.00515523546823162,0.00803277198046602,0.0127017921248968,0.0230647515972006
"AI","Pacific_cod",2016,"Central_Aleutians","[60,85)",21,"Atka_mackerel",0.00114398000850394,0,0,0,0.00114398000850394,0.00228796001700789,0.00343194002551183,0.00686388005102366
"AI","Pacific_cod",2016,"Eastern_Aleutians","[30,60)",141,"Invertebrates",0.0065755000898659,0.00467624887296122,0.00555970473392528,0.00619369520821982,0.00656264262862726,0.00693768575767243,0.00770919805829106,0.0088803304683176
"AI","Pacific_cod",2016,"Eastern_Aleutians","[30,60)",141,"MISC_NA",1.77490690333732e-05,0,3.95806145325206e-07,9.541500973477e-06,1.65276431352395e-05,2.52775318180661e-05,4.30302637133794e-05,7.92135740187213e-05
"AI","Pacific_cod",2016,"Eastern_Aleutians","[30,60)",141,"Other_fish",0.00191761893312553,0.000897664435610114,0.00131716446746634,0.00168926688362834,0.00190307406496659,0.00212168288396615,0.00257906120967388,0.00352939094715774
"AI","Pacific_cod",2016,"Eastern_Aleutians","[30,60)",141,"Atka_mackerel",0,0,0,0,0,0,0,0
"AI","Pacific_cod",2016,"Eastern_Aleutians","[60,85)",61,"Invertebrates",0.00590379312376137,0.0026386607609549,0.0034926261870821,0.0048032196106741,0.00573890515351467,0.00681958332942813,0.00926912909922771,0.0130216898512068
"AI","Pacific_cod",2016,"Eastern_Aleutians","[60,85)",61,"MISC_NA",0.000666747217769194,0,0,5.68146354335996e-05,0.000662011712800493,0.00122933617460859,0.00198603513840148,0.00378743127978687
