"year","model","stratum_bin","species_name","lbin","prey_guild","strat_bioen_preycons_t_km2","strat_assim_preycons_t_km2","area","cons_bioen_tons_day","cons_assim_tons_year"
1984,"EBS","InnerSE","P.cod","[60,150)","Other",0.0241617524172817,2.54499943955898,77871,1881.49982248614,198181.651357898
1984,"EBS","MiddleNW","P.cod","[0,40)","Octopus",0,0,107822,0,0
1984,"EBS","MiddleNW","P.cod","[0,40)","Other",0.0022247833793118,0.491545346322632,107822,239.880593524157,52999.4023311988
1984,"EBS","MiddleNW","P.cod","[40,60)","Octopus",9.52895765185153e-05,0.0166466806121019,107822,10.2743127193794,1794.87839695805
1984,"EBS","MiddleNW","P.cod","[40,60)","Other",0.00437344104470872,0.764021406192075,107822,471.553160322584,82378.316058442
1984,"EBS","MiddleNW","P.cod","[60,150)","Octopus",0,0,107822,0,0
1984,"EBS","MiddleNW","P.cod","[60,150)","Other",0.00585119454436058,0.909711669840105,107822,630.887498162047,98086.9316654998
1984,"EBS","MiddleSE","P.cod","[0,40)","Octopus",0,0,103300,0,0
1984,"EBS","MiddleSE","P.cod","[0,40)","Other",0.0014204291166849,0.262924023464741,103300,146.730327753551,27160.0516239077
1984,"EBS","MiddleSE","P.cod","[40,60)","Octopus",0,0,103300,0,0
1984,"EBS","MiddleSE","P.cod","[40,60)","Other",0.00245656218963041,0.367431752415711,103300,253.762874188822,37955.700024543
1984,"EBS","MiddleSE","P.cod","[60,150)","Octopus",0,0,103300,0,0
1984,"EBS","MiddleSE","P.cod","[60,150)","Other",0.00457615894731876,0.583762252136905,103300,472.717219258028,60302.6406457423
1984,"EBS","OuterNW","P.cod","[0,40)","Octopus",0,0,94563,0,0
1984,"EBS","OuterNW","P.cod","[0,40)","Other",0.000955139467688829,0.167516816939563,94563,90.3208534830588,15840.8927602559
1984,"EBS","OuterNW","P.cod","[40,60)","Octopus",2.71698367050691e-05,0.00378286327342925,94563,2.56926126834145,357.71889972529
1984,"EBS","OuterNW","P.cod","[40,60)","Other",0.00580624161325279,0.808404496274822,94563,549.055625674024,76445.154381236
1984,"EBS","OuterNW","P.cod","[60,150)","Octopus",0.000526770819795841,0.0640988794024751,94563,49.8130290323541,6061.38233293626
1984,"EBS","OuterNW","P.cod","[60,150)","Other",0.0228544321005073,2.78098830073814,94563,2161.18366272027,262978.596682701
1984,"EBS","OuterSE","P.cod","[0,40)","Octopus",0,0,38792,0,0
1984,"EBS","OuterSE","P.cod","[0,40)","Other",0.000389960336773984,0.0541725833839486,38792,15.1273413841364,2101.46285463013
1984,"EBS","OuterSE","P.cod","[40,60)","Octopus",0,0,38792,0,0
1984,"EBS","OuterSE","P.cod","[40,60)","Other",0.00232412363259153,0.271026888801922,38792,90.1574039554907,10513.6750704042
1984,"EBS","OuterSE","P.cod","[60,150)","Octopus",0,0,38792,0,0
1984,"EBS","OuterSE","P.cod","[60,150)","Other",0.0112606666889157,1.14383441140354,38792,436.823782196419,44371.6244871662
1985,"EBS","InnerNW","P.cod","[0,40)","Octopus",0,0,41027,0,0
1985,"EBS","InnerNW","P.cod","[0,40)","Other",0.00266386846855633,0.574294220387846,41027,109.290531659461,23561.5689798522
1985,"EBS","InnerNW","P.cod","[40,60)","Octopus",0,0,41027,0,0
1985,"EBS","InnerNW","P.cod","[40,60)","Other",0.00223921206947911,0.328112060719579,41027,91.8681535745194,13461.4535151422
1985,"EBS","InnerNW","P.cod","[60,150)","Octopus",0,0,41027,0,0
1985,"EBS","InnerNW","P.cod","[60,150)","Other",0.0111598538075929,1.45444953090613,41027,457.855322164115,59671.7009044857
1985,"EBS","InnerSE","P.cod","[0,40)","Octopus",0,0,77871,0,0
1985,"EBS","InnerSE","P.cod","[0,40)","Other",0.00259793877325949,0.441626728725626,77871,202.30409021249,34389.9149925932
1985,"EBS","InnerSE","P.cod","[40,60)","Octopus",0,0,77871,0,0
1985,"EBS","InnerSE","P.cod","[40,60)","Other",0.00606414453732003,0.774105234722153,77871,472.220999265648,60280.3487330487
1985,"EBS","InnerSE","P.cod","[60,150)","Octopus",0,0,77871,0,0
1985,"EBS","InnerSE","P.cod","[60,150)","Other",0.0143092340897176,1.52234636205102,77871,1114.2743678004,118546.633559275
1985,"EBS","MiddleNW","P.cod","[0,40)","Octopus",3.29727182997812e-08,6.50008394714178e-06,107822,0.00355518443251901,0.700852051348721
1985,"EBS","MiddleNW","P.cod","[0,40)","Other",0.0031628620136028,0.623511486518252,107822,341.026108030682,67228.2554993709
1985,"EBS","MiddleNW","P.cod","[40,60)","Octopus",2.02056082249123e-05,0.00345381577038885,107822,2.1786090900265,372.397323994867
1985,"EBS","MiddleNW","P.cod","[40,60)","Other",0.0085388929022172,1.45958303452492,107822,920.680510502863,157375.161948546
1985,"EBS","MiddleNW","P.cod","[60,150)","Octopus",9.26640903296707e-08,1.32864275165485e-05,107822,0.00999122754752575,1.4325691876893
1985,"EBS","MiddleNW","P.cod","[60,150)","Other",0.00520160926891817,0.745820784243531,107822,560.847914593295,80415.888598706
1985,"EBS","MiddleSE","P.cod","[0,40)","Octopus",0,0,103300,0,0
1985,"EBS","MiddleSE","P.cod","[0,40)","Other",0.00160578607350832,0.271052494360256,103300,165.877701393409,27999.7226674144
1985,"EBS","MiddleSE","P.cod","[40,60)","Octopus",2.22167884494536e-07,3.27221259573855e-05,103300,0.0229499424682856,3.38019561139792
1985,"EBS","MiddleSE","P.cod","[40,60)","Other",0.00785509822569454,1.15694270633942,103300,811.431646714246,119512.181564862
1985,"EBS","MiddleSE","P.cod","[60,150)","Octopus",0,0,103300,0,0
1985,"EBS","MiddleSE","P.cod","[60,150)","Other",0.00526575556030539,0.624138593956454,103300,543.952549379547,64473.5167557017
1985,"EBS","OuterNW","P.cod","[0,40)","Octopus",7.94861357197177e-08,1.3616542170349e-05,94563,0.00751644745206367,1.28762107725471
1985,"EBS","OuterNW","P.cod","[0,40)","Other",0.00235046912719705,0.402652131730724,94563,222.267412075134,38075.9935328525
1985,"EBS","OuterNW","P.cod","[40,60)","Octopus",0.000134945519349647,0.0202014980678693,94563,12.7608531462606,1910.31426179193
1985,"EBS","OuterNW","P.cod","[40,60)","Other",0.00457197970272403,0.684430572990039,94563,432.340116628692,64721.8082736571
1985,"EBS","OuterNW","P.cod","[60,150)","Octopus",0.000508682830288231,0.0628846838028985,94563,48.102574480546,5946.5643544535
1985,"EBS","OuterNW","P.cod","[60,150)","Other",0.0155241449027467,1.91913484275939,94563,1468.00971443844,181479.148135856
1985,"EBS","OuterSE","P.cod","[0,40)","MISSING",0.000129479875472916,0.0178404953811858,38792,5.02278332934537,692.06849682696
1985,"EBS","OuterSE","P.cod","[40,60)","Octopus",0,0,38792,0,0
1985,"EBS","OuterSE","P.cod","[40,60)","Other",0.00261335378328436,0.319534145735443,38792,101.377219961167,12395.3685813693
1985,"EBS","OuterSE","P.cod","[60,150)","Octopus",0,0,38792,0,0
1985,"EBS","OuterSE","P.cod","[60,150)","Other",0.0130645966759066,1.33596185946253,38792,506.801834251768,51824.6324522706
1985,"EBS",NA,"P.cod","[0,40)","MISSING",0.001023581538638,0.198326582181021,29522,30.2181741836712,5854.9973591481
1985,"EBS",NA,"P.cod","[40,60)","MISSING",0.00206637239302713,0.3472987248798,29522,61.003445786947,10252.9529559015
1985,"EBS",NA,"P.cod","[60,150)","MISSING",0.0261268189031794,3.67612738938078,29522,771.315947659662,108526.632789299
1986,"EBS","InnerNW","P.cod","[0,40)","Octopus",0,0,41027,0,0
1986,"EBS","InnerNW","P.cod","[0,40)","Other",0.000602436704568904,0.112349036854771,41027,24.7161706783484,4609.3439350407
1986,"EBS","InnerNW","P.cod","[40,60)","Octopus",0,0,41027,0,0
1986,"EBS","InnerNW","P.cod","[40,60)","Other",0.00236145946180766,0.321659302755938,41027,96.883597339583,13196.7162141679
1986,"EBS","InnerNW","P.cod","[60,150)","Octopus",4.74328539119141e-08,5.6796810138714e-06,41027,0.0019460276974441,0.233020272956102
1986,"EBS","InnerNW","P.cod","[60,150)","Other",0.0103568676467318,1.24014685360406,41027,424.911208942464,50879.5049628138
1986,"EBS","InnerSE","P.cod","[0,40)","Octopus",0,0,77871,0,0
1986,"EBS","InnerSE","P.cod","[0,40)","Other",0.00362151286323853,0.637249791753982,77871,282.010828173248,49623.2785336743
1986,"EBS","InnerSE","P.cod","[40,60)","Octopus",0,0,77871,0,0
1986,"EBS","InnerSE","P.cod","[40,60)","Other",0.00722874787752937,1.00477095720902,77871,562.90982597109,78242.5192088232
1986,"EBS","InnerSE","P.cod","[60,150)","Octopus",0,0,77871,0,0
1986,"EBS","InnerSE","P.cod","[60,150)","Other",0.00928356788452069,1.09809773893044,77871,722.92071473551,85509.9690282523
1986,"EBS","MiddleNW","P.cod","[0,40)","Octopus",3.02422772324321e-05,0.00650682497787857,107822,3.26078281575529,701.578882764823
1986,"EBS","MiddleNW","P.cod","[0,40)","Other",0.00404722419035373,0.870786920259648,107822,436.37980665232,93889.9873162358
1986,"EBS","MiddleNW","P.cod","[40,60)","Octopus",0.000181259233054283,0.0322700852660155,107822,19.5437330263789,3479.42513355233
1986,"EBS","MiddleNW","P.cod","[40,60)","Other",0.00846890463027266,1.50774263977387,107822,913.134235045259,162567.826905698
1986,"EBS","MiddleNW","P.cod","[60,150)","Octopus",0,0,107822,0,0
1986,"EBS","MiddleNW","P.cod","[60,150)","Other",0.00371233056132536,0.569177237431131,107822,400.270905783223,61369.8280942995
1986,"EBS","MiddleSE","P.cod","[0,40)","Octopus",0,0,103300,0,0
1986,"EBS","MiddleSE","P.cod","[0,40)","Other",0.00466657581336342,0.881339573211546,103300,482.057281520441,91042.3779127527
1986,"EBS","MiddleSE","P.cod","[40,60)","Octopus",0,0,103300,0,0
1986,"EBS","MiddleSE","P.cod","[40,60)","Other",0.0064950039239864,1.00323539881728,103300,670.933905347795,103634.216697825
1986,"EBS","MiddleSE","P.cod","[60,150)","Octopus",0,0,103300,0,0
1986,"EBS","MiddleSE","P.cod","[60,150)","Other",0.00587395320343923,0.757753911967364,103300,606.779365915272,78275.9791062287
1986,"EBS","OuterNW","P.cod","[0,40)","Octopus",3.46325863542088e-05,0.00605248345328511,94563,3.27496126341305,572.340992793
1986,"EBS","OuterNW","P.cod","[0,40)","Other",0.00066797386925308,0.116736900603722,94563,63.165612998179,11038.9915317898
1986,"EBS","OuterNW","P.cod","[40,60)","Octopus",4.7423534174151e-06,0.000683248831177554,94563,0.448451166211024,64.610059222643
1986,"EBS","OuterNW","P.cod","[40,60)","Other",0.00624232481439813,0.899355395489041,94563,590.29296142393,85045.7442636302
1986,"EBS","OuterNW","P.cod","[60,150)","Octopus",0.000101784915866945,0.0126276501394095,94563,9.62508699912596,1194.10848013298
1986,"EBS","OuterNW","P.cod","[60,150)","Other",0.0187436418187813,2.3253755157137,94563,1772.45500130941,219894.484892435
1986,"EBS","OuterSE","P.cod","[0,40)","MISSING",0.000308512890878871,0.0439811281264583,38792,11.9678320629732,1706.11592228157
1986,"EBS","OuterSE","P.cod","[40,60)","Octopus",0,0,38792,0,0
1986,"EBS","OuterSE","P.cod","[40,60)","Other",0.00489162513062315,0.601286216829393,38792,189.755922067133,23325.0949232458
1986,"EBS","OuterSE","P.cod","[60,150)","MISSING",0.00776542331860835,0.813232665463137,38792,301.236301375455,31546.921558646
1987,"EBS","InnerNW","P.cod","[0,40)","Octopus",0,0,41027,0,0
1987,"EBS","InnerNW","P.cod","[0,40)","Other",0.00123476604040979,0.209825743834587,41027,50.6587463398926,8608.5207923016
1987,"EBS","InnerNW","P.cod","[40,60)","Octopus",0,0,41027,0,0
1987,"EBS","InnerNW","P.cod","[40,60)","Other",0.00338146475727409,0.453901641435343,41027,138.731354596684,18622.2226431678
1987,"EBS","InnerNW","P.cod","[60,150)","Octopus",0,0,41027,0,0
1987,"EBS","InnerNW","P.cod","[60,150)","Other",0.00805642794540733,0.934091577802236,41027,330.531069316226,38322.9751624924
1987,"EBS","InnerSE","P.cod","[0,40)","Octopus",0,0,77871,0,0
1987,"EBS","InnerSE","P.cod","[0,40)","Other",0.00301975838828986,0.491211085154988,77871,235.151605454519,38251.0984121041
1987,"EBS","InnerSE","P.cod","[40,60)","Octopus",0,0,77871,0,0
1987,"EBS","InnerSE","P.cod","[40,60)","Other",0.00701750377577144,0.907139056933971,77871,546.460036523098,70639.8255025052
1987,"EBS","InnerSE","P.cod","[60,150)","Octopus",0,0,77871,0,0
1987,"EBS","InnerSE","P.cod","[60,150)","Other",0.0122217370216411,1.35712774695788,77871,951.718883612217,105680.894783357
1987,"EBS","MiddleNW","P.cod","[0,40)","Octopus",4.06765525866877e-05,0.00691899629699788,107822,4.38582725300184,746.020018734905
1987,"EBS","MiddleNW","P.cod","[0,40)","Other",0.00215993765928557,0.367400866494131,107822,232.888798299489,39613.8962271302
1987,"EBS","MiddleNW","P.cod","[40,60)","Octopus",9.99713380216151e-05,0.014599088551408,107822,10.7791096081666,1574.10292578991
1987,"EBS","MiddleNW","P.cod","[40,60)","Other",0.00856706151033981,1.2510714779847,107822,923.71770616786,134893.028899267
1987,"EBS","MiddleNW","P.cod","[60,150)","Octopus",1.06344778391841e-05,0.00129520892378768,107822,1.14663066957651,139.652016580635
1987,"EBS","MiddleNW","P.cod","[60,150)","Other",0.00628965046460135,0.766037743690667,107822,678.162692394247,82595.7216002151
1987,"EBS","MiddleSE","P.cod","[0,40)","Octopus",0,0,103300,0,0
1987,"EBS","MiddleSE","P.cod","[0,40)","Other",0.00316521814921597,0.479107761728344,103300,326.967034814009,49491.8317865379
1987,"EBS","MiddleSE","P.cod","[40,60)","Octopus",2.5042894576012e-05,0.00323987548620344,103300,2.58693100970204,334.679137724815
1987,"EBS","MiddleSE","P.cod","[40,60)","Other",0.00865354677991509,1.11953568290053,103300,893.911382365229,115648.036043625
1987,"EBS","MiddleSE","P.cod","[60,150)","Octopus",0.000182690456057154,0.0198147153668901,103300,18.871924110704,2046.86009739975
1987,"EBS","MiddleSE","P.cod","[60,150)","Other",0.00876989471822059,0.95118798972602,103300,905.930124392187,98257.7193386979
1987,"EBS","OuterNW","P.cod","[0,40)","Octopus",0,0,94563,0,0
1987,"EBS","OuterNW","P.cod","[0,40)","Other",0.000526135260437281,0.0822035718030937,94563,49.7529286327306,7773.41636041595
1987,"EBS","OuterNW","P.cod","[40,60)","Octopus",0,0,94563,0,0
1987,"EBS","OuterNW","P.cod","[40,60)","Other",0.00611447849471771,0.820815414882531,94563,578.203429895991,77618.7680775367
1987,"EBS","OuterNW","P.cod","[60,150)","Octopus",0.000587560633365029,0.0676013178851324,94563,55.5614961728972,6392.58342317177
1987,"EBS","OuterNW","P.cod","[60,150)","Other",0.017644519660818,2.03007607179222,94563,1668.51871268594,191970.083576888
1987,"EBS","OuterSE","P.cod","[0,40)","MISSING",0.000181144381973596,0.0245513052414355,38792,7.02695286551973,952.394232925765
1987,"EBS","OuterSE","P.cod","[40,60)","Octopus",0,0,38792,0,0
1987,"EBS","OuterSE","P.cod","[40,60)","Other",0.00386883292319329,0.462300030228093,38792,150.079766756514,17933.5427726082
1987,"EBS","OuterSE","P.cod","[60,150)","Octopus",0,0,38792,0,0
1987,"EBS","OuterSE","P.cod","[60,150)","Other",0.0143005568269048,1.42152694947201,38792,554.74720042929,55143.8734239181
1987,"EBS",NA,"P.cod","[0,40)","Octopus",3.27083853607163e-08,6.36125550107336e-06,29522,0.000965616952619065,0.187796984902688
1987,"EBS",NA,"P.cod","[0,40)","Other",0.000407275140649213,0.0792084720885317,29522,12.0235767022461,2338.39251299763
1987,"EBS",NA,"P.cod","[40,60)","Octopus",0.000629445575780417,0.107049764776584,29522,18.5824922881895,3160.32315573432
1987,"EBS",NA,"P.cod","[40,60)","Other",0.00278656447775137,0.473910824630425,29522,82.264956512176,13990.7953647394
1987,"EBS",NA,"P.cod","[60,150)","Octopus",9.68794054999205e-05,0.0134533656987028,29522,2.86007380916865,397.170262157105
1987,"EBS",NA,"P.cod","[60,150)","Other",0.00424721402579318,0.589798452981862,29522,125.386252469466,17412.0299289305
1988,"EBS","InnerNW","P.cod","[0,40)","Octopus",0,0,41027,0,0
1988,"EBS","InnerNW","P.cod","[0,40)","Other",0.000800202452059886,0.123052965530821,41027,32.829906000661,5048.49401683301
1988,"EBS","InnerNW","P.cod","[40,60)","Octopus",0,0,41027,0,0
1988,"EBS","InnerNW","P.cod","[40,60)","Other",0.00636587668524008,0.808903902611657,41027,261.172822765345,33186.9004124485
1988,"EBS","InnerNW","P.cod","[60,150)","Octopus",0,0,41027,0,0
1988,"EBS","InnerNW","P.cod","[60,150)","Other",0.00486718638545032,0.540476810541619,41027,199.68605583587,22174.142106091
1988,"EBS","InnerSE","P.cod","[0,40)","Octopus",0,0,77871,0,0
1988,"EBS","InnerSE","P.cod","[0,40)","Other",0.00155289934936481,0.23825801525731,77871,120.925825234387,18553.389906102
1988,"EBS","InnerSE","P.cod","[40,60)","Octopus",0,0,77871,0,0
1988,"EBS","InnerSE","P.cod","[40,60)","Other",0.00802052173764354,1.04026998342658,77871,624.56604823204,81006.8638794116
1988,"EBS","InnerSE","P.cod","[60,150)","Octopus",0,0,77871,0,0
1988,"EBS","InnerSE","P.cod","[60,150)","Other",0.0106016698932358,1.13867783875855,77871,825.562636256166,88669.9819819673
1988,"EBS","MiddleNW","P.cod","[0,40)","Octopus",1.92330328992969e-08,3.91573459445924e-06,107822,0.002073744073268,0.422202335443785
1988,"EBS","MiddleNW","P.cod","[0,40)","Other",0.00177552022500584,0.361485679591989,107822,191.44014170058,38976.1089449674
1988,"EBS","MiddleNW","P.cod","[40,60)","Octopus",3.52795693929927e-05,0.00593086441528119,107822,3.80391373109126,639.477662984449
1988,"EBS","MiddleNW","P.cod","[40,60)","Other",0.00697770032056969,1.17302436633432,107822,752.349603964465,126477.833226899
1988,"EBS","MiddleNW","P.cod","[60,150)","Octopus",0,0,107822,0,0
1988,"EBS","MiddleNW","P.cod","[60,150)","Other",0.00523443076410094,0.757253596546735,107822,564.386793846892,81648.5972868621
1988,"EBS","MiddleSE","P.cod","[0,40)","Octopus",0,0,103300,0,0
1988,"EBS","MiddleSE","P.cod","[0,40)","Other",0.00160293475398577,0.281521926479743,103300,165.58316008673,29081.2150053574
1988,"EBS","MiddleSE","P.cod","[40,60)","Octopus",0,0,103300,0,0
1988,"EBS","MiddleSE","P.cod","[40,60)","Other",0.00795444707047587,1.18796648077252,103300,821.694382380157,122716.937463801
1988,"EBS","MiddleSE","P.cod","[60,150)","Octopus",0,0,103300,0,0
1988,"EBS","MiddleSE","P.cod","[60,150)","Other",0.0127062315406703,1.61763976855513,103300,1312.55371815125,167102.188091745
1988,"EBS","OuterNW","P.cod","[0,40)","Octopus",0,0,94563,0,0
1988,"EBS","OuterNW","P.cod","[0,40)","Other",0.000568271699087612,0.0948802796955844,94563,53.7374766808218,8972.16388885355
1988,"EBS","OuterNW","P.cod","[40,60)","Octopus",4.86687803806165e-07,6.90058607599759e-05,94563,0.0460226587913224,6.5254012110456
1988,"EBS","OuterNW","P.cod","[40,60)","Other",0.00756702543682681,1.07290361413871,94563,715.560626382653,101456.984463799
1988,"EBS","OuterNW","P.cod","[60,150)","Octopus",0,0,94563,0,0
1988,"EBS","OuterNW","P.cod","[60,150)","Other",0.0149378310798137,1.84572587570133,94563,1412.56612040043,174537.375983945
1988,"EBS","OuterSE","P.cod","[0,40)","MISSING",0.000232838166279034,0.0341859347210522,38792,9.03225814629628,1326.14077969906
1988,"EBS","OuterSE","P.cod","[40,60)","Octopus",1.53735185864924e-07,1.89419015298696e-05,38792,0.00596369533007215,0.734794244146702
1988,"EBS","OuterSE","P.cod","[40,60)","Other",0.00355895784071457,0.438503577359343,38792,138.059092557,17010.4307729236
1988,"EBS","OuterSE","P.cod","[60,150)","Octopus",0,0,38792,0,0
1988,"EBS","OuterSE","P.cod","[60,150)","Other",0.0168325293123495,1.7860520375169,38792,652.967477084662,69284.5306393555
1988,"EBS",NA,"P.cod","[0,40)","MISSING",3.82976705575744e-05,0.0100522040095129,29522,1.13062383020071,296.761166768839
1988,"EBS",NA,"P.cod","[40,60)","Octopus",0.00121437950475494,0.241972471221959,29522,35.8509117393754,7143.51129541466
1988,"EBS",NA,"P.cod","[40,60)","Other",0.00122868679036561,0.244823284532078,29522,36.2732914251736,7227.67300595602
1988,"EBS",NA,"P.cod","[60,150)","Octopus",0.000512074698780272,0.0847345562099326,29522,15.1174692573912,2501.53356842963
1988,"EBS",NA,"P.cod","[60,150)","Other",0.0066451123856129,1.09958693585376,29522,196.177007848064,32462.0055202747
1989,"EBS","InnerNW","P.cod","[0,40)","Octopus",0,0,41027,0,0
1989,"EBS","InnerNW","P.cod","[0,40)","Other",2.87593810515858e-05,0.00460428167794227,41027,1.17991112640341,188.899864400937
1989,"EBS","InnerNW","P.cod","[40,60)","Octopus",0,0,41027,0,0
1989,"EBS","InnerNW","P.cod","[40,60)","Other",0.00210620764577801,0.234937087634137,41027,86.4113810833345,9638.76389436575
1989,"EBS","InnerNW","P.cod","[60,150)","Octopus",0,0,41027,0,0
1989,"EBS","InnerNW","P.cod","[60,150)","Other",0.00493038668221265,0.498937879032949,41027,202.278974411138,20469.9243630848
1989,"EBS","InnerSE","P.cod","[0,40)","Octopus",0,0,77871,0,0
