PRED,STRAT,YY,CI_strat_resid_mean,CI_weighted_resid_mean,SCI_per_N,Bottom_temp,Surface_temp,Biomass_Atka.mackerel,Biomass_P.cod,Biomass_POP,Cons_Amphipods,Cons_Atka,Cons_Copepods,Cons_Euphausiids,Cons_Gen. Fish,Cons_Mot. Epi.,Cons_Myctophids,Cons_Mysids,Cons_Octopus,Cons_Other,Cons_Other fish,Cons_P.Cod,Cons_Pandalidae,Cons_Polychaete,Cons_Rockfish,Cons_Shrimp,Cons_Squids,Cons_W.Pollock,Cons_Zooplankton
P.cod,East,2012,-0.014240302,-0.006614873,0.012231795,4.022047244,5.102380952,33149.3,30592.3,366413.4,26087.15058,430.4837738,261263.5688,135838.7305,118680.6602,6578.344069,30953.30276,4019.966535,1612.313887,273241.8129,26926.02302,0,21075.67018,1101.635874,17.21935095,35253.92865,21866.95866,806.3670243,21217.79511
P.cod,East,2014,-0.038184994,-0.020692457,0.016151128,4.545833333,6.265,302382.5,47031.9,233559.6,38769.269,20522.57484,1509104.196,258147.4743,9199.7077,12398.15424,134558.5225,54410.45326,2791.953256,89020.04377,89361.46337,0,18629.09451,3593.570571,6844.532354,52572.83381,25809.10228,3992.078764,13168.81581
P.cod,East,2016,-0.038591323,-0.018195441,0.012225799,4.711904762,6.963709677,158525,45138,284908.5,51702.17893,39066.7783,871287.409,118489.7768,63077.92914,8263.982628,17703.84515,4342.712091,9273.591621,127863.7363,49792.495,0,28254.43527,13417.51972,1319.537472,69266.33719,69424.66076,3087.525155,68790.62145
P.cod,East,2018,-0.039209525,-0.020135743,0.009737906,4.565079365,5.814285714,168187.6,49251,278325.9,53633.98742,21106.17227,848092.9442,233664.1964,86031.66947,20283.08254,145055.3663,4408.944269,2739.857871,135127.5987,16563.89601,0,32919.21218,0,0,34223.72424,19997.15208,3350.469418,18684.93559
P.cod,West,1994,0.062477846,0.008058386,0.013770025,4.186764706,7.643478261,327242.1,23796.7,184702.7,26671.78936,38837.2806,1761736.488,116425.3983,20313.67602,13582.78266,3938.686068,102.0533302,1330.874922,38754.35558,25105.01124,162.4865932,24833.50771,710.3807147,0,26093.41312,187821.5577,0,2863.613751
P.cod,West,1997,0.001044703,0.000179437,0.013154319,4.783695652,8.472826087,134367.2,14357.4,178436.5,42875.30615,885.1900254,102723.8024,386771.3566,76808.66309,3489.728592,171819.934,2317.269061,1478.575233,246476.6758,15677.73387,0,14643.01126,55.07944465,5965.407772,17553.46627,56242.69577,0,0
P.cod,West,2000,-0.021747059,-0.006922123,0.011689697,3.688990826,6.397297297,179679.8,43297.8,222632.2,15468.2249,28786.19226,1043161.389,290331.6748,15721.66661,7859.702481,851.330304,299.3237088,14263.91886,37874.86916,76217.58306,0,25869.73595,16.18556272,17782.06904,28206.16184,5674.460646,228.0940696,4660.440621
P.cod,West,2002,-0.016124589,-0.004580969,0.014377291,3.876635514,5.534579439,253671.4,23623.4,0,31228.2097,34116.67017,1032006.25,241422.9933,9123.000876,9129.286396,0,1344.942081,221.85246,56440.83409,42735.87691,0,3271.568056,2042.53533,325.0129035,22217.28978,50130.97612,0,4447.801137
P.cod,West,2004,0.018573394,0.001567586,0.025355441,4.362809917,8.125203252,376414.3,9637,0,261384.1583,19779.10171,1465659.488,299128.0123,300.9445876,988.530004,18.85976363,95.15210122,0,86115.84969,10688.55795,0,6906.114655,16.69794338,0,2550.770535,15924.0344,0,0
P.cod,West,2006,-0.019833494,-0.004187136,0.017759378,4.194642857,6.882142857,101097.9,19479.8,0,18278.23271,24881.83697,457102.4546,50748.20491,12288.09128,4772.428437,0,84.1392704,1754.446094,34881.01908,26215.65383,0,7030.827005,6.908826747,267.8411122,8362.147625,12104.03461,0,949.4629892
P.cod,West,2010,0.018144189,0.00564657,0.011160478,4.369827586,7.881896552,255419.4,21341.1,395943.7,186756.3745,35363.70354,979181.2916,678882.0483,57189.87118,4056.224056,126963.7756,180.7500273,1911.747375,34805.12355,39818.97039,0,9641.649364,4524.346001,0,42560.21801,48602.65422,0,2720.567505
P.cod,West,2012,-0.005394559,-0.001106963,0.015403901,3.996610169,7.498305085,133587.7,13514.1,263661.2,60357.62595,19223.84853,487860.0444,458656.3069,5072.000418,879.6077577,21998.6646,2030.834428,858.744259,157512.3824,18803.74076,0,7273.319152,2825.145284,0,11195.29805,25789.06822,0,10774.88928
P.cod,West,2014,-0.023659513,-0.004930947,0.011682991,4.307462687,9.329850746,215234.7,18088.3,338455.4,202330.868,27061.32645,526529.4543,651264.513,14390.04627,9712.709975,63320.30836,780.0309899,2633.658828,324584.2772,20589.84474,0,15595.47269,724.4134755,1693.683731,24795.97958,16209.90556,651.8121618,4941.324409
P.cod,West,2016,-0.026520857,-0.005478187,0.003883112,4.817777778,9.185074627,156433.1,19775.1,403049,227250.0345,14331.85712,879815.3482,309253.1965,52291.06091,1929.110423,70176.00372,9.457016478,223.500742,85214.08027,0,0,23051.64754,426.9235392,0,19627.928,16246.32123,0,0
P.cod,West,2018,-0.052753438,-0.006284625,0.007167834,4.737209302,8.593650794,134765.5,11425.3,427439.7,208177.6782,3758.643354,816722.2764,329243.241,56269.25749,6914.607026,24546.41856,792.3542844,1887.608893,69705.50265,19160.49293,0,10635.86835,0,0,10035.0238,9117.899049,0,16399.61383
POP,BeringGoa,1991,0.061444653,0.000267848,0.000155155,4.7,7.261538462,0,8286.2,1500.8,597.9368251,0,590.9686231,2078.370763,6585.179654,3597.78132,0,16.1464773,0,8400.807461,10684.64429,0,2070.999844,0,0,905.9769655,116.1300159,4844.571365,0
POP,BeringGoa,1994,0.026107728,0.001226037,0.003518914,4.36984127,5.325396825,0,31083.6,18216.8,10416.99179,9504.298304,6544.866758,21463.44303,455.1495727,12446.24259,2920.250275,450.3260659,54.61823126,28697.305,9669.667107,0,1591.89196,0,0,3898.887604,3686.91929,62311.57101,455.4610141
POP,BeringGoa,1997,0.031224183,0.000653603,0.001248257,4.833333333,6.041176471,0,10742.1,12098.7,1454.93779,1163.710915,13535.89857,3751.996743,2702.77006,6165.094605,0,0.589526992,0,14360.45921,8225.329272,0,2529.258218,676.5625751,0,5376.161579,1709.808583,9126.585926,6.669826976
POP,BeringGoa,2010,0.002830246,0.000255626,0.002518745,4.558,5.348,103528.9,12749.9,87794.4,19288.01987,4990.045584,507639.7734,84870.74364,46287.18204,4371.349509,69187.233,48.8230477,0,39479.5352,8328.990518,0,1497.796922,757.9893835,0,3672.346828,201.4940067,8044.831367,2306.596796
POP,BeringGoa,2012,-0.047667994,-0.002042032,0.000168853,3.832727273,4.76,1009.5,6947.6,38657.5,20930.58128,688.2751791,2576.379884,2839.129049,6724.539858,4600.296049,0,16088.45477,6.575971578,34589.78463,2391.328843,0,2630.620722,33.43790155,650.8806265,8221.020393,799.09531,2807.633475,464.4835579
POP,BeringGoa,2014,-0.030906297,-0.002654932,0.001663981,4.727906977,6.446511628,1442.6,13182.6,83408.7,2324.460959,3736.550538,43242.47947,56405.52166,1472.379812,4017.085011,31198.00275,4923.524709,84.35894187,10247.45753,6987.235564,0,1699.77315,233.9331685,814.1772615,13314.62281,5116.851896,26162.64154,6580.438822
POP,BeringGoa,2016,-0.075355376,-0.006745686,0.005941388,5.404651163,7.206976744,185.6,11325.4,87952,8980.946386,0,34117.34185,103327.7966,2181.463725,7322.175521,4809.225445,1.037593634,51.54386989,17496.81935,3250.90898,0,2264.436454,626.0170618,0,4058.560778,269.2521563,22322.60416,101.281286
POP,BeringGoa,2018,-0.056135972,-0.006354563,0.0063071,4.864444444,6.069767442,25645.1,14632.1,115045.6,446.1605719,0,92062.67732,245776.4082,13631.52376,11187.27047,0,388.0101355,18.49928743,29598.96379,6048.020837,0,687.796999,0,0,1381.408588,7143.091179,8392.692506,2089.903218
POP,Central,1991,0.024729745,0.00565838,0.001371391,4.769230769,7.146666667,287593.8,39729.3,78775.6,34933.86454,72703.33276,475386.6199,558548.4882,9420.080897,29962.10218,19607.62264,66.69365729,1786.293617,460273.663,19662.19075,403.1358207,21392.3574,0,0,9524.651227,210747.2396,22537.05062,206.0409029
POP,Central,1994,0.015302563,0.003329873,0.001877577,4.237719298,5.846902655,83783.6,51538.4,84411.4,23436.48741,105670.2815,330352.3371,139429.7555,2023.357214,13362.20731,9060.13013,148.5724506,2.521676652,100441.7016,43358.33227,20.36972388,23637.06077,0,0,7303.259542,59534.9543,0,2469.10749
POP,Central,1997,0.034541958,0.009969381,0.000966024,4.656896552,6.596551724,186812.9,30251.6,166815.7,50038.14805,31938.26784,279756.0275,559922.0839,38216.52676,11736.17681,21591.13193,4620.87464,2543.045809,399120.394,25243.7095,0,10564.52235,37.43946839,82.7711922,33177.36153,22112.71087,57.46436809,2722.977173
POP,Central,2000,-0.005638772,-0.001429497,0.002878328,3.912149533,5.198181818,330254.7,36455.6,129739.9,211722.331,114308.2931,713382.3627,856077.3626,14259.24083,26469.99696,19835.77752,1235.964638,1668.448583,199794.9999,26926.31749,0,18828.32884,40.4943158,603.5334081,3566.604903,55609.56418,0,647.5057227
POP,Central,2010,-0.001944863,-0.000443576,0.002666767,4.48828125,5.465625,198874.4,11207.3,217293.7,215440.2231,3832.421784,853261.8554,157611.0204,14796.3334,5495.580014,45871.84839,74.6286356,434.3272164,116959.1324,37341.35991,0,13560.9752,1019.330545,4260.078006,17398.34558,61574.84891,13.24780796,16766.71552
POP,Central,2012,-0.009886201,-0.002559922,0.004773346,4.086111111,5.257407407,109130,14804.2,233665.9,128161.5377,2864.239821,523778.9513,338852.2082,11960.92966,3881.14154,15439.83949,264.022461,2239.647748,23017.50081,13602.0422,0,9789.312258,34.55353553,0,7194.808314,17368.24917,0,6381.229563
POP,Central,2014,-0.007794244,-0.002532966,0.003317634,4.71,6.469090909,204867.8,8487.9,315544.2,97932.41328,7734.304306,758040.8557,295239.5828,6062.584452,4459.144976,138742.9067,1991.92015,699.5383409,344795.744,42762.94129,330.0636567,5047.680482,7661.087935,315.6751585,11712.11496,19669.07258,128.2887194,20878.01959
POP,Central,2016,-0.024138008,-0.005075561,0.003388498,4.901769912,6.578181818,133021.8,19496.2,206593.4,179308.0424,6442.877488,538990.8953,136447.568,32838.18212,2251.254366,69902.09535,5821.557956,0,83090.4355,53828.15958,0,15259.2426,5762.135589,0,38143.00051,4460.452862,0,39812.18383
POP,Central,2018,-0.016433313,-0.003161117,0.005829302,4.755,6.058119658,26614.5,20596.1,195497.4,128129.457,1537.409339,220176.8994,58669.73126,10508.69662,3467.515363,38033.13885,223.0159988,6270.0463,28698.40777,23289.51384,0,11626.36395,7545.09776,1752.041091,11644.91959,30304.52913,1894.83819,12724.99094
POP,East,1991,-0.012556093,-0.00202572,0.003630364,4.204166667,7.073684211,77218,64926.1,55544.9,16548.10581,10101.41917,36055.44396,443237.6826,14339.37448,26659.00943,45321.58075,369.3108122,3858.614131,51276.10727,56554.69629,0,38311.81198,4.529703498,5897.630478,42242.74278,18998.15087,20456.89288,1971.868395
POP,East,1994,0.041822661,0.010844444,0.00258295,4.063565891,5.495419847,208378.5,78080.6,100585,14423.35163,7678.819582,591584.1627,563440.9081,86268.22875,10970.28041,128312.3774,13084.00481,2430.19306,72355.71329,54679.89366,0,38094.78026,0,12763.96144,19947.03716,92703.90349,2394.980354,2882.49945
POP,East,1997,0.009250269,0.003531092,0.003572284,4.38,6.14,45136.8,28239.2,220632.9,3856.835815,6131.104,100480.4031,298017.3919,29729.81197,12063.65221,218399.0815,353.4528015,505.0304106,10360.44619,46277.63328,0,14544.15124,0,803.0672923,17920.77536,16889.47579,762.2273731,4144.207167
POP,East,2000,-0.008703588,-0.002389937,0.003241048,3.972932331,5.416058394,918.5,47117,140528.1,11952.4755,1976.886734,84078.54978,96138.69255,12984.20097,4937.952708,76021.10145,3176.149342,7694.306527,21788.5567,86662.36096,0,11726.63659,0,4056.673285,18973.9335,13470.68259,17389.05558,243.7109347
POP,East,2010,0.011582064,0.003176665,0.002235464,4.200833333,5.3725,372428.8,23277.3,266607.3,67599.42315,5094.447925,1857972.331,99549.39669,159347.3215,5941.755891,1239.009096,2329.6726,74.46507759,264666.7409,32040.47428,0,7680.450253,10338.44459,4074.067495,48667.71331,88667.38325,0,34393.17925
POP,East,2012,-0.046988519,-0.019079412,0.003505556,4.022047244,5.102380952,33149.3,30592.3,366413.4,26087.15058,430.4837738,261263.5688,135838.7305,118680.6602,6578.344069,30953.30276,4019.966535,1612.313887,273241.8129,26926.02302,0,21075.67018,1101.635874,17.21935095,35253.92865,21866.95866,806.3670243,21217.79511
POP,East,2014,-0.010870187,-0.002614748,0.002967344,4.545833333,6.265,302382.5,47031.9,233559.6,38769.269,20522.57484,1509104.196,258147.4743,9199.7077,12398.15424,134558.5225,54410.45326,2791.953256,89020.04377,89361.46337,0,18629.09451,3593.570571,6844.532354,52572.83381,25809.10228,3992.078764,13168.81581
POP,East,2016,-0.040303784,-0.011687386,0.005956411,4.711904762,6.963709677,158525,45138,284908.5,51702.17893,39066.7783,871287.409,118489.7768,63077.92914,8263.982628,17703.84515,4342.712091,9273.591621,127863.7363,49792.495,0,28254.43527,13417.51972,1319.537472,69266.33719,69424.66076,3087.525155,68790.62145
POP,East,2018,-0.045568487,-0.012479369,0.007728978,4.565079365,5.814285714,168187.6,49251,278325.9,53633.98742,21106.17227,848092.9442,233664.1964,86031.66947,20283.08254,145055.3663,4408.944269,2739.857871,135127.5987,16563.89601,0,32919.21218,0,0,34223.72424,19997.15208,3350.469418,18684.93559
POP,West,1994,0.048571318,0.0231268,0.001830105,4.186764706,7.643478261,327242.1,23796.7,184702.7,26671.78936,38837.2806,1761736.488,116425.3983,20313.67602,13582.78266,3938.686068,102.0533302,1330.874922,38754.35558,25105.01124,162.4865932,24833.50771,710.3807147,0,26093.41312,187821.5577,0,2863.613751
POP,West,1997,0.020356035,0.006284363,0.001971349,4.783695652,8.472826087,134367.2,14357.4,178436.5,42875.30615,885.1900254,102723.8024,386771.3566,76808.66309,3489.728592,171819.934,2317.269061,1478.575233,246476.6758,15677.73387,0,14643.01126,55.07944465,5965.407772,17553.46627,56242.69577,0,0
POP,West,2000,-0.006241576,-0.002715234,0.00100561,3.688990826,6.397297297,179679.8,43297.8,222632.2,15468.2249,28786.19226,1043161.389,290331.6748,15721.66661,7859.702481,851.330304,299.3237088,14263.91886,37874.86916,76217.58306,0,25869.73595,16.18556272,17782.06904,28206.16184,5674.460646,228.0940696,4660.440621
POP,West,2010,0.013839386,0.005637202,0.00137715,4.369827586,7.881896552,255419.4,21341.1,395943.7,186756.3745,35363.70354,979181.2916,678882.0483,57189.87118,4056.224056,126963.7756,180.7500273,1911.747375,34805.12355,39818.97039,0,9641.649364,4524.346001,0,42560.21801,48602.65422,0,2720.567505
POP,West,2012,-0.012980401,-0.003792593,0.004739885,3.996610169,7.498305085,133587.7,13514.1,263661.2,60357.62595,19223.84853,487860.0444,458656.3069,5072.000418,879.6077577,21998.6646,2030.834428,858.744259,157512.3824,18803.74076,0,7273.319152,2825.145284,0,11195.29805,25789.06822,0,10774.88928
POP,West,2014,-0.056728706,-0.019774224,0.003243169,4.307462687,9.329850746,215234.7,18088.3,338455.4,202330.868,27061.32645,526529.4543,651264.513,14390.04627,9712.709975,63320.30836,780.0309899,2633.658828,324584.2772,20589.84474,0,15595.47269,724.4134755,1693.683731,24795.97958,16209.90556,651.8121618,4941.324409
POP,West,2016,-0.033891737,-0.013903298,0.002299878,4.817777778,9.185074627,156433.1,19775.1,403049,227250.0345,14331.85712,879815.3482,309253.1965,52291.06091,1929.110423,70176.00372,9.457016478,223.500742,85214.08027,0,0,23051.64754,426.9235392,0,19627.928,16246.32123,0,0
POP,West,2018,-0.030441325,-0.012803031,0.004738914,4.737209302,8.593650794,134765.5,11425.3,427439.7,208177.6782,3758.643354,816722.2764,329243.241,56269.25749,6914.607026,24546.41856,792.3542844,1887.608893,69705.50265,19160.49293,0,10635.86835,0,0,10035.0238,9117.899049,0,16399.61383
