"year","model","species_name","jcat","bio_tons","model_area","bio_tkm2"
2003,"EGOA","Pacific_halibut","juv",0,85237.199,0
2003,"EGOA","POP","adu",200592.486862901,85237.199,2.35334442257894
2003,"EGOA","POP","juv",1658.41294813513,85237.199,0.01945644586626
2003,"EGOA","Rex_sole","adu",34027.8744433128,85237.199,0.399213897717507
2003,"EGOA","Rex_sole","juv",399.943105243017,85237.199,0.0046921192851846
2003,"EGOA","Sablefish","adu",77319.8677635127,85237.199,0.907114131747955
2003,"EGOA","Sablefish","juv",0,85237.199,0
2003,"EGOA","Thornyheads","adu",40525.053366033,85237.199,0.47543858598677
2003,"EGOA","Thornyheads","juv",1283.33387947336,85237.199,0.0150560306360297
2003,"EGOA","Walleye_pollock","adu",68787.6262632951,85237.199,0.807014156615999
2003,"EGOA","Walleye_pollock","juv",2312.84133838788,85237.199,0.0271341780997271
2005,"EGOA","Arrowtooth_flounder","adu",322897.421004055,85237.199,3.78822186547983
2005,"EGOA","Arrowtooth_flounder","juv",1353.27252576757,85237.199,0.0158765485215859
2005,"EGOA","Flathead_sole","adu",24363.653458193,85237.199,0.285833576701564
2005,"EGOA","Flathead_sole","juv",323.064484041153,85237.199,0.00379018184350654
2005,"EGOA","Pacific_cod","adu",53265.2240396688,85237.199,0.624905847031281
2005,"EGOA","Pacific_cod","juv",2.93181728827627,85237.199,3.43959834751992e-05
2005,"EGOA","Pacific_halibut","adu",167430.538360072,85237.199,1.9642895393603
2005,"EGOA","Pacific_halibut","juv",0,85237.199,0
2005,"EGOA","POP","adu",253321.634383874,85237.199,2.97196103762014
2005,"EGOA","POP","juv",2583.50721590729,85237.199,0.0303096212242649
2005,"EGOA","Rex_sole","adu",35787.8258884826,85237.199,0.41986158987325
2005,"EGOA","Rex_sole","juv",99.2672990901198,85237.199,0.00116460067030264
2005,"EGOA","Sablefish","adu",59191.1525446619,85237.199,0.694428644290175
2005,"EGOA","Sablefish","juv",14.0882392930779,85237.199,0.00016528275750917
2005,"EGOA","Thornyheads","adu",35588.287658472,85237.199,0.4175206139572
2005,"EGOA","Thornyheads","juv",1183.79730503413,85237.199,0.0138882708362359
